time	V(input_signal)	V(v_out)
1.083509176126584e-04	5.417546e-01	1.496268e-01
1.084013995701916e-04	5.420070e-01	1.498346e-01
1.084518815277248e-04	5.422594e-01	1.500329e-01
1.085023634852581e-04	5.425118e-01	1.502218e-01
1.086515716646844e-04	5.432578e-01	1.508097e-01
1.088310690066862e-04	5.441554e-01	1.516094e-01
1.090295152227074e-04	5.451476e-01	1.526089e-01
1.091406486042242e-04	5.457032e-01	1.531855e-01
1.091936467445629e-04	5.459682e-01	1.534520e-01
1.092466448849016e-04	5.462332e-01	1.537058e-01
1.092996430252403e-04	5.464982e-01	1.539471e-01
1.093526411655789e-04	5.467632e-01	1.541757e-01
1.094056393059176e-04	5.470282e-01	1.543916e-01
1.094586374462563e-04	5.472932e-01	1.545950e-01
1.095116355865949e-04	5.475582e-01	1.547857e-01
1.096671756434860e-04	5.483359e-01	1.553108e-01
1.098114479697204e-04	5.490572e-01	1.558099e-01
1.101856794007067e-04	5.509284e-01	1.573853e-01
1.103309271597384e-04	5.516546e-01	1.580401e-01
1.104722907102198e-04	5.523614e-01	1.586137e-01
1.105326825619701e-04	5.526634e-01	1.588221e-01
1.105930744137204e-04	5.529653e-01	1.590240e-01
1.106534662654707e-04	5.532673e-01	1.592193e-01
1.107138581172210e-04	5.535693e-01	1.594081e-01
1.107742499689713e-04	5.538712e-01	1.595903e-01
1.108346418207215e-04	5.541732e-01	1.597660e-01
1.108950336724718e-04	5.544752e-01	1.599352e-01
1.110700178477900e-04	5.553501e-01	1.605062e-01
1.112805520355857e-04	5.564027e-01	1.613038e-01
1.113147007161415e-04	5.565735e-01	1.614406e-01
1.113396306179988e-04	5.566981e-01	1.615421e-01
1.113588623354806e-04	5.567943e-01	1.616216e-01
1.114085921387338e-04	5.570430e-01	1.618361e-01
1.114583219419871e-04	5.572916e-01	1.620629e-01
1.115080517452404e-04	5.575403e-01	1.623019e-01
1.115577815484936e-04	5.577890e-01	1.625532e-01
1.116075113517469e-04	5.580376e-01	1.628168e-01
1.116572411550002e-04	5.582862e-01	1.630926e-01
1.117069709582534e-04	5.585349e-01	1.633807e-01
1.118580678813528e-04	5.592903e-01	1.642805e-01
1.119858293490339e-04	5.599291e-01	1.650327e-01
1.121240629974150e-04	5.606203e-01	1.657613e-01
1.121762105265124e-04	5.608811e-01	1.660020e-01
1.122283580556097e-04	5.611418e-01	1.662348e-01
1.122805055847071e-04	5.614025e-01	1.664597e-01
1.123326531138044e-04	5.616633e-01	1.666768e-01
1.123848006429018e-04	5.619240e-01	1.668860e-01
1.124369481719991e-04	5.621847e-01	1.670874e-01
1.124890957010965e-04	5.624455e-01	1.672809e-01
1.125648156795049e-04	5.628241e-01	1.675839e-01
1.127438146016552e-04	5.637191e-01	1.683802e-01
1.129492198957006e-04	5.647461e-01	1.694266e-01
1.130567872068946e-04	5.652840e-01	1.699939e-01
1.131991286573555e-04	5.659956e-01	1.706993e-01
1.132577394179425e-04	5.662887e-01	1.709547e-01
1.133163501785296e-04	5.665817e-01	1.711990e-01
1.133749609391166e-04	5.668748e-01	1.714322e-01
1.134335716997037e-04	5.671678e-01	1.716542e-01
1.134921824602907e-04	5.674609e-01	1.718651e-01
1.135507932208777e-04	5.677540e-01	1.720649e-01
1.136094039814648e-04	5.680470e-01	1.722534e-01
1.137566446883687e-04	5.687832e-01	1.727708e-01
1.138178640931873e-04	5.690893e-01	1.730113e-01
1.138790834980058e-04	5.693954e-01	1.732602e-01
1.139403029028244e-04	5.697015e-01	1.735175e-01
1.140015223076430e-04	5.700076e-01	1.737830e-01
1.140627417124616e-04	5.703137e-01	1.740569e-01
1.141239611172801e-04	5.706198e-01	1.743392e-01
1.141851805220987e-04	5.709259e-01	1.746297e-01
1.143055668198071e-04	5.715278e-01	1.751657e-01
1.143658842271059e-04	5.718294e-01	1.754072e-01
1.144262016344048e-04	5.721310e-01	1.756365e-01
1.144865190417036e-04	5.724326e-01	1.758536e-01
1.145468364490025e-04	5.727342e-01	1.760586e-01
1.146071538563013e-04	5.730358e-01	1.762515e-01
1.146674712636001e-04	5.733373e-01	1.764322e-01
1.147277886708990e-04	5.736389e-01	1.766007e-01
1.148700351335247e-04	5.743502e-01	1.770267e-01
1.151917933197615e-04	5.759590e-01	1.781890e-01
1.152204797192273e-04	5.761024e-01	1.783054e-01
1.152427159911189e-04	5.762136e-01	1.783964e-01
1.152619621362477e-04	5.763098e-01	1.784762e-01
1.153138179519757e-04	5.765691e-01	1.787047e-01
1.153656737677037e-04	5.768284e-01	1.789472e-01
1.154175295834317e-04	5.770876e-01	1.792037e-01
1.154693853991597e-04	5.773469e-01	1.794743e-01
1.155212412148877e-04	5.776062e-01	1.797588e-01
1.155730970306157e-04	5.778655e-01	1.800574e-01
1.156249528463437e-04	5.781248e-01	1.803700e-01
1.157548262025083e-04	5.787742e-01	1.811649e-01
1.158863396762590e-04	5.794317e-01	1.819531e-01
1.160378006432574e-04	5.801890e-01	1.827511e-01
1.161019429885613e-04	5.805097e-01	1.830325e-01
1.161660853338653e-04	5.808304e-01	1.833081e-01
1.162302276791693e-04	5.811511e-01	1.835779e-01
1.162943700244733e-04	5.814718e-01	1.838419e-01
1.163585123697773e-04	5.817925e-01	1.841001e-01
1.164226547150813e-04	5.821133e-01	1.843525e-01
1.164867970603853e-04	5.824340e-01	1.845990e-01
1.165479616575258e-04	5.827398e-01	1.848723e-01
1.166091262546664e-04	5.830456e-01	1.851568e-01
1.166702908518069e-04	5.833515e-01	1.854524e-01
1.167314554489475e-04	5.836573e-01	1.857592e-01
1.167926200460880e-04	5.839631e-01	1.860771e-01
1.168537846432285e-04	5.842689e-01	1.864061e-01
1.169149492403691e-04	5.845748e-01	1.867463e-01
1.169760229463785e-04	5.848801e-01	1.870756e-01
1.170370966523879e-04	5.851855e-01	1.873871e-01
1.170981703583972e-04	5.854908e-01	1.876808e-01
1.171592440644066e-04	5.857962e-01	1.879566e-01
1.172203177704160e-04	5.861016e-01	1.882147e-01
1.172813914764254e-04	5.864069e-01	1.884549e-01
1.173424651824348e-04	5.867123e-01	1.886773e-01
1.174969562862289e-04	5.874848e-01	1.891994e-01
1.176373259614030e-04	5.881866e-01	1.896912e-01
1.176988306134861e-04	5.884941e-01	1.899313e-01
1.177603352655692e-04	5.888017e-01	1.901811e-01
1.178218399176522e-04	5.891092e-01	1.904407e-01
1.178833445697353e-04	5.894167e-01	1.907101e-01
1.179448492218184e-04	5.897243e-01	1.909893e-01
1.180063538739015e-04	5.900318e-01	1.912781e-01
1.180678585259846e-04	5.903393e-01	1.915768e-01
1.182027351631241e-04	5.910137e-01	1.921912e-01
1.186060791559284e-04	5.930304e-01	1.935845e-01
1.187291253115137e-04	5.936456e-01	1.939471e-01
1.189016351691873e-04	5.945082e-01	1.945190e-01
1.190016467840883e-04	5.950083e-01	1.948948e-01
1.191082249151706e-04	5.955411e-01	1.953208e-01
1.191424492875105e-04	5.957122e-01	1.954633e-01
1.191704896636675e-04	5.958524e-01	1.955843e-01
1.192323060695146e-04	5.961615e-01	1.958725e-01
1.192941224753616e-04	5.964706e-01	1.961782e-01
1.193559388812087e-04	5.967797e-01	1.965012e-01
1.194177552870558e-04	5.970888e-01	1.968416e-01
1.194795716929029e-04	5.973979e-01	1.971994e-01
1.195413880987500e-04	5.977070e-01	1.975747e-01
1.196032045045970e-04	5.980160e-01	1.979673e-01
1.197369780835326e-04	5.986849e-01	1.987904e-01
1.198707539534936e-04	5.993538e-01	1.995384e-01
1.199250880947714e-04	5.996254e-01	1.998054e-01
1.199794222360493e-04	5.998971e-01	2.000620e-01
1.200337563773272e-04	6.001688e-01	2.003081e-01
1.200880905186050e-04	6.004404e-01	2.005438e-01
1.201424246598829e-04	6.007121e-01	2.007690e-01
1.201967588011607e-04	6.009838e-01	2.009837e-01
1.202510929424386e-04	6.012555e-01	2.011880e-01
1.204030633474510e-04	6.020153e-01	2.018159e-01
1.204625872363616e-04	6.023129e-01	2.020927e-01
1.205221111252721e-04	6.026105e-01	2.023789e-01
1.205816350141826e-04	6.029082e-01	2.026746e-01
1.206411589030932e-04	6.032058e-01	2.029797e-01
1.207006827920037e-04	6.035034e-01	2.032942e-01
1.207602066809142e-04	6.038010e-01	2.036181e-01
1.208197305698247e-04	6.040987e-01	2.039515e-01
1.209429818581486e-04	6.047149e-01	2.045983e-01
1.210053250976191e-04	6.050266e-01	2.048913e-01
1.210676683370896e-04	6.053384e-01	2.051692e-01
1.211300115765600e-04	6.056501e-01	2.054318e-01
1.211923548160305e-04	6.059618e-01	2.056792e-01
1.212546980555010e-04	6.062735e-01	2.059113e-01
1.213170412949714e-04	6.065852e-01	2.061283e-01
1.213793845344419e-04	6.068969e-01	2.063300e-01
1.215175413714009e-04	6.075877e-01	2.068175e-01
1.219554995510222e-04	6.097775e-01	2.087447e-01
1.220158342058889e-04	6.100792e-01	2.090321e-01
1.220761688607556e-04	6.103808e-01	2.093043e-01
1.221365035156223e-04	6.106825e-01	2.095611e-01
1.221968381704890e-04	6.109842e-01	2.098026e-01
1.222571728253557e-04	6.112858e-01	2.100288e-01
1.223175074802225e-04	6.115875e-01	2.102397e-01
1.223778421350892e-04	6.118892e-01	2.104353e-01
1.225378832917581e-04	6.126894e-01	2.109151e-01
1.226800842312709e-04	6.134004e-01	2.113499e-01
1.230236117779169e-04	6.151181e-01	2.126485e-01
1.230446775254113e-04	6.152234e-01	2.127374e-01
1.230628829988719e-04	6.153144e-01	2.128141e-01
1.230785671265750e-04	6.153929e-01	2.128810e-01
1.231443604313919e-04	6.157218e-01	2.131788e-01
1.232101537362088e-04	6.160507e-01	2.134956e-01
1.232759470410257e-04	6.163797e-01	2.138313e-01
1.233417403458426e-04	6.167087e-01	2.141860e-01
1.234075336506595e-04	6.170376e-01	2.145596e-01
1.234733269554764e-04	6.173666e-01	2.149523e-01
1.235391202602933e-04	6.176956e-01	2.153638e-01
1.236681858087242e-04	6.183409e-01	2.161591e-01
1.237272505620913e-04	6.186362e-01	2.165058e-01
1.237863153154584e-04	6.189316e-01	2.168351e-01
1.238453800688255e-04	6.192269e-01	2.171468e-01
1.239044448221925e-04	6.195222e-01	2.174411e-01
1.239635095755596e-04	6.198176e-01	2.177179e-01
1.240225743289267e-04	6.201129e-01	2.179772e-01
1.240816390822938e-04	6.204082e-01	2.182191e-01
1.242472371124378e-04	6.212362e-01	2.188859e-01
1.244057972773327e-04	6.220290e-01	2.195768e-01
1.246998638039588e-04	6.234993e-01	2.210796e-01
1.247646666482962e-04	6.238233e-01	2.214388e-01
1.248294694926336e-04	6.241474e-01	2.217808e-01
1.248942723369710e-04	6.244714e-01	2.221059e-01
1.249590751813084e-04	6.247954e-01	2.224139e-01
1.250238780256458e-04	6.251194e-01	2.227048e-01
1.250886808699832e-04	6.254434e-01	2.229787e-01
1.251534837143206e-04	6.257674e-01	2.232356e-01
1.253411201197603e-04	6.267056e-01	2.239043e-01
1.254814527461524e-04	6.274073e-01	2.244108e-01
1.255526614101919e-04	6.277633e-01	2.246948e-01
1.256238700742314e-04	6.281193e-01	2.249894e-01
1.256950787382709e-04	6.284754e-01	2.252946e-01
1.257662874023104e-04	6.288314e-01	2.256102e-01
1.258374960663500e-04	6.291875e-01	2.259365e-01
1.259087047303895e-04	6.295435e-01	2.262733e-01
1.259799133944290e-04	6.298996e-01	2.266207e-01
1.260406852299625e-04	6.302034e-01	2.268906e-01
1.261014570654959e-04	6.305073e-01	2.271466e-01
1.261622289010293e-04	6.308112e-01	2.273884e-01
1.262230007365628e-04	6.311150e-01	2.276163e-01
1.262837725720962e-04	6.314189e-01	2.278301e-01
1.263445444076296e-04	6.317227e-01	2.280298e-01
1.264053162431631e-04	6.320266e-01	2.282155e-01
1.265800230534470e-04	6.329001e-01	2.287497e-01
1.268502906673385e-04	6.342515e-01	2.296984e-01
1.269278932849797e-04	6.346394e-01	2.300067e-01
1.269528032688723e-04	6.347640e-01	2.301092e-01
1.269746056988121e-04	6.348730e-01	2.301995e-01
1.269942850925327e-04	6.349714e-01	2.302822e-01
1.270564292081928e-04	6.352821e-01	2.305657e-01
1.271185733238530e-04	6.355929e-01	2.308691e-01
1.271807174395131e-04	6.359036e-01	2.311924e-01
1.272428615551732e-04	6.362143e-01	2.315355e-01
1.273050056708334e-04	6.365250e-01	2.318986e-01
1.273671497864935e-04	6.368357e-01	2.322817e-01
1.274292939021537e-04	6.371465e-01	2.326846e-01
1.275683404742495e-04	6.378417e-01	2.335680e-01
1.277039868935123e-04	6.385199e-01	2.343529e-01
1.277656141284265e-04	6.388281e-01	2.346598e-01
1.278272413633408e-04	6.391362e-01	2.349536e-01
1.278888685982551e-04	6.394444e-01	2.352344e-01
1.279504958331694e-04	6.397525e-01	2.355022e-01
1.280121230680837e-04	6.400606e-01	2.357570e-01
1.280737503029979e-04	6.403688e-01	2.359987e-01
1.281353775379122e-04	6.406769e-01	2.362274e-01
1.283048758962403e-04	6.415244e-01	2.369632e-01
1.285933572242759e-04	6.429668e-01	2.384769e-01
1.286555301944408e-04	6.432777e-01	2.388348e-01
1.287177031646058e-04	6.435885e-01	2.391748e-01
1.287798761347708e-04	6.438994e-01	2.394968e-01
1.288420491049357e-04	6.442103e-01	2.398008e-01
1.289042220751007e-04	6.445211e-01	2.400869e-01
1.289663950452656e-04	6.448320e-01	2.403550e-01
1.290285680154306e-04	6.451429e-01	2.406051e-01
1.291829780727777e-04	6.459149e-01	2.411527e-01
1.293057055454330e-04	6.465285e-01	2.415718e-01
1.294620221940671e-04	6.473101e-01	2.421661e-01
1.297467310363541e-04	6.487337e-01	2.434691e-01
1.298876428147333e-04	6.494382e-01	2.441510e-01
1.299538364052849e-04	6.497692e-01	2.444471e-01
1.300200299958365e-04	6.501002e-01	2.447253e-01
1.300862235863881e-04	6.504311e-01	2.449856e-01
1.301524171769397e-04	6.507621e-01	2.452280e-01
1.302186107674913e-04	6.510931e-01	2.454525e-01
1.302848043580429e-04	6.514240e-01	2.456590e-01
1.303509979485945e-04	6.517550e-01	2.458477e-01
1.304782879475776e-04	6.523914e-01	2.462269e-01
1.307410389115119e-04	6.537052e-01	2.471546e-01
1.308535054377378e-04	6.542675e-01	2.476149e-01
1.308889239475243e-04	6.544446e-01	2.477659e-01
1.309178810336005e-04	6.545894e-01	2.478944e-01
1.313381318465272e-04	6.566907e-01	2.502611e-01
1.314856196091216e-04	6.574281e-01	2.511849e-01
1.316388150020189e-04	6.581941e-01	2.520450e-01
1.317033892477458e-04	6.585169e-01	2.523534e-01
1.317679634934728e-04	6.588398e-01	2.526526e-01
1.318325377391997e-04	6.591627e-01	2.529428e-01
1.318971119849267e-04	6.594855e-01	2.532238e-01
1.319616862306536e-04	6.598084e-01	2.534957e-01
1.320262604763805e-04	6.601313e-01	2.537585e-01
1.320908347221075e-04	6.604542e-01	2.540122e-01
1.325361478398162e-04	6.626807e-01	2.562763e-01
1.326034208277106e-04	6.630171e-01	2.566514e-01
1.326706938156051e-04	6.633535e-01	2.570059e-01
1.327379668034995e-04	6.636898e-01	2.573398e-01
1.328052397913940e-04	6.640262e-01	2.576530e-01
1.328725127792885e-04	6.643626e-01	2.579457e-01
1.329397857671829e-04	6.646989e-01	2.582177e-01
1.330070587550774e-04	6.650353e-01	2.584692e-01
1.330756286173778e-04	6.653782e-01	2.586997e-01
1.331441984796782e-04	6.657210e-01	2.589414e-01
1.332127683419786e-04	6.660638e-01	2.591942e-01
1.332813382042790e-04	6.664067e-01	2.594581e-01
1.333499080665795e-04	6.667495e-01	2.597331e-01
1.334184779288799e-04	6.670924e-01	2.600193e-01
1.334870477911803e-04	6.674352e-01	2.603166e-01
1.337154225346666e-04	6.685771e-01	2.614024e-01
1.337826414264269e-04	6.689132e-01	2.617236e-01
1.338498603181873e-04	6.692493e-01	2.620266e-01
1.339170792099477e-04	6.695854e-01	2.623114e-01
1.339842981017080e-04	6.699215e-01	2.625780e-01
1.340515169934684e-04	6.702576e-01	2.628263e-01
1.341187358852287e-04	6.705937e-01	2.630563e-01
1.341859547769891e-04	6.709298e-01	2.632682e-01
1.343677570437835e-04	6.718388e-01	2.638269e-01
1.346357549169290e-04	6.731788e-01	2.647738e-01
1.347439306361947e-04	6.737196e-01	2.652109e-01
1.347796508959588e-04	6.738983e-01	2.653619e-01
1.348086914178559e-04	6.740435e-01	2.654893e-01
1.352271941424180e-04	6.761360e-01	2.678593e-01
1.353767850302871e-04	6.768839e-01	2.688159e-01
1.354413456260824e-04	6.772067e-01	2.691999e-01
1.355059062218776e-04	6.775295e-01	2.695615e-01
1.355704668176728e-04	6.778523e-01	2.699006e-01
1.356350274134681e-04	6.781751e-01	2.702173e-01
1.356995880092633e-04	6.784979e-01	2.705115e-01
1.357641486050585e-04	6.788207e-01	2.707832e-01
1.358287092008538e-04	6.791435e-01	2.710325e-01
1.359500781220971e-04	6.797504e-01	2.715217e-01
1.361235065564045e-04	6.806175e-01	2.723011e-01
1.363997875462430e-04	6.819989e-01	2.737834e-01
1.364639978429025e-04	6.823200e-01	2.741555e-01
1.365282081395621e-04	6.826410e-01	2.745080e-01
1.365924184362216e-04	6.829621e-01	2.748408e-01
1.366566287328812e-04	6.832832e-01	2.751539e-01
1.367208390295407e-04	6.836042e-01	2.754474e-01
1.367850493262003e-04	6.839253e-01	2.757212e-01
1.368492596228598e-04	6.842463e-01	2.759753e-01
1.370133543876267e-04	6.850668e-01	2.765589e-01
1.371580404415140e-04	6.857902e-01	2.770759e-01
1.372267166992259e-04	6.861335e-01	2.773527e-01
1.372953929569378e-04	6.864769e-01	2.776413e-01
1.373640692146497e-04	6.868203e-01	2.779417e-01
1.374327454723616e-04	6.871637e-01	2.782539e-01
1.375014217300735e-04	6.875071e-01	2.785779e-01
1.375700979877854e-04	6.878505e-01	2.789136e-01
1.376387742454973e-04	6.881939e-01	2.792611e-01
1.377019700887104e-04	6.885098e-01	2.795623e-01
1.377651659319235e-04	6.888258e-01	2.798461e-01
1.378283617751366e-04	6.891418e-01	2.801125e-01
1.378915576183498e-04	6.894578e-01	2.803615e-01
1.379547534615629e-04	6.897737e-01	2.805930e-01
1.380179493047760e-04	6.900897e-01	2.808070e-01
1.380811451479892e-04	6.904057e-01	2.810037e-01
1.382573954206280e-04	6.912870e-01	2.815387e-01
1.385152681892296e-04	6.925763e-01	2.824462e-01
1.386242849479759e-04	6.931214e-01	2.828892e-01
1.386617053108203e-04	6.933085e-01	2.830475e-01
1.386891921327423e-04	6.934460e-01	2.831665e-01
1.387113916573416e-04	6.935570e-01	2.832645e-01
1.391618718380157e-04	6.958094e-01	2.858136e-01
1.393064866377217e-04	6.965324e-01	2.867256e-01
1.394713857755277e-04	6.973569e-01	2.876566e-01
1.395427513769815e-04	6.977138e-01	2.879855e-01
1.396141169784352e-04	6.980706e-01	2.883089e-01
1.396854825798890e-04	6.984274e-01	2.886268e-01
1.397568481813428e-04	6.987842e-01	2.889391e-01
1.398282137827966e-04	6.991411e-01	2.892459e-01
1.398995793842504e-04	6.994979e-01	2.895472e-01
1.399709449857042e-04	6.998547e-01	2.898429e-01
1.400386749211655e-04	7.001934e-01	2.901759e-01
1.401064048566269e-04	7.005321e-01	2.905176e-01
1.401741347920883e-04	7.008707e-01	2.908682e-01
1.402418647275496e-04	7.012094e-01	2.912275e-01
1.403095946630110e-04	7.015480e-01	2.915957e-01
1.403773245984724e-04	7.018866e-01	2.919726e-01
1.404450545339337e-04	7.022253e-01	2.923583e-01
1.405099521230929e-04	7.025498e-01	2.926954e-01
1.405748497122521e-04	7.028742e-01	2.930143e-01
1.406397473014113e-04	7.031987e-01	2.933149e-01
1.407046448905705e-04	7.035232e-01	2.935973e-01
1.407695424797297e-04	7.038477e-01	2.938615e-01
1.408344400688889e-04	7.041722e-01	2.941074e-01
1.408993376580481e-04	7.044967e-01	2.943351e-01
1.410270700697707e-04	7.051353e-01	2.947916e-01
1.412931730814759e-04	7.064658e-01	2.958816e-01
1.415332157334079e-04	7.076661e-01	2.970266e-01
1.415982841732946e-04	7.079914e-01	2.973409e-01
1.416633526131814e-04	7.083168e-01	2.976383e-01
1.417284210530681e-04	7.086421e-01	2.979188e-01
1.417934894929549e-04	7.089675e-01	2.981824e-01
1.418585579328416e-04	7.092928e-01	2.984290e-01
1.419236263727284e-04	7.096181e-01	2.986587e-01
1.419886948126151e-04	7.099435e-01	2.988715e-01
1.420628219529264e-04	7.103141e-01	2.990925e-01
1.421369490932378e-04	7.106848e-01	2.993245e-01
1.422110762335491e-04	7.110554e-01	2.995676e-01
1.422852033738604e-04	7.114260e-01	2.998217e-01
1.423593305141717e-04	7.117967e-01	3.000868e-01
1.424334576544831e-04	7.121673e-01	3.003630e-01
1.425075847947944e-04	7.125379e-01	3.006502e-01
1.425498948542947e-04	7.127495e-01	3.008239e-01
1.425801895861185e-04	7.129009e-01	3.009529e-01
1.426061021257829e-04	7.130305e-01	3.010664e-01
1.426716446353080e-04	7.133582e-01	3.013817e-01
1.427371871448330e-04	7.136859e-01	3.017188e-01
1.428027296543581e-04	7.140136e-01	3.020776e-01
1.428682721638832e-04	7.143413e-01	3.024582e-01
1.429338146734083e-04	7.146691e-01	3.028606e-01
1.429993571829333e-04	7.149968e-01	3.032847e-01
1.430648996924584e-04	7.153245e-01	3.037305e-01
1.431932052507082e-04	7.159660e-01	3.045592e-01
1.433693167500837e-04	7.168466e-01	3.055544e-01
1.434698360328772e-04	7.173492e-01	3.059725e-01
1.435703553156707e-04	7.178518e-01	3.064034e-01
1.436708745984642e-04	7.183544e-01	3.068470e-01
1.437713938812577e-04	7.188570e-01	3.073033e-01
1.438719131640512e-04	7.193596e-01	3.077724e-01
1.439724324468447e-04	7.198622e-01	3.082542e-01
1.440729517296382e-04	7.203647e-01	3.087488e-01
1.442771555616062e-04	7.213858e-01	3.099186e-01
1.444177538111942e-04	7.220888e-01	3.106768e-01
1.444830279121682e-04	7.224151e-01	3.109831e-01
1.445483020131422e-04	7.227415e-01	3.112737e-01
1.446135761141161e-04	7.230679e-01	3.115486e-01
1.446788502150901e-04	7.233943e-01	3.118078e-01
1.447441243160641e-04	7.237206e-01	3.120513e-01
1.448093984170381e-04	7.240470e-01	3.122791e-01
1.448746725180121e-04	7.243733e-01	3.124912e-01
1.450320222164923e-04	7.251601e-01	3.130871e-01
1.451011704796819e-04	7.255059e-01	3.133968e-01
1.451703187428715e-04	7.258516e-01	3.137125e-01
1.452394670060612e-04	7.261973e-01	3.140343e-01
1.453086152692508e-04	7.265431e-01	3.143622e-01
1.453777635324404e-04	7.268888e-01	3.146961e-01
1.454469117956300e-04	7.272346e-01	3.150361e-01
1.455160600588196e-04	7.275803e-01	3.153822e-01
1.459735923319055e-04	7.298679e-01	3.170535e-01
1.461948812297348e-04	7.309744e-01	3.177662e-01
1.464585280876262e-04	7.322927e-01	3.188191e-01
1.464816864890301e-04	7.324084e-01	3.189211e-01
1.465012541005756e-04	7.325063e-01	3.190071e-01
1.465182515559992e-04	7.325913e-01	3.190825e-01
1.470097354959648e-04	7.350487e-01	3.218797e-01
1.470747999011784e-04	7.353740e-01	3.222998e-01
1.471398643063919e-04	7.356993e-01	3.226989e-01
1.472049287116054e-04	7.360246e-01	3.230772e-01
1.472699931168189e-04	7.363499e-01	3.234345e-01
1.473350575220324e-04	7.366753e-01	3.237709e-01
1.474001219272459e-04	7.370006e-01	3.240864e-01
1.474651863324594e-04	7.373259e-01	3.243810e-01
1.476369341069465e-04	7.381847e-01	3.251048e-01
1.477893252589523e-04	7.389466e-01	3.257710e-01
1.478578427478922e-04	7.392892e-01	3.261076e-01
1.479263602368320e-04	7.396318e-01	3.264529e-01
1.479948777257719e-04	7.399744e-01	3.268069e-01
1.480633952147118e-04	7.403170e-01	3.271697e-01
1.481319127036516e-04	7.406596e-01	3.275412e-01
1.482004301925915e-04	7.410022e-01	3.279215e-01
1.482689476815314e-04	7.413447e-01	3.283106e-01
1.483428299502579e-04	7.417142e-01	3.286923e-01
1.484167122189845e-04	7.420836e-01	3.290529e-01
1.484905944877111e-04	7.424530e-01	3.293923e-01
1.485644767564377e-04	7.428224e-01	3.297106e-01
1.486383590251642e-04	7.431918e-01	3.300077e-01
1.487122412938908e-04	7.435612e-01	3.302837e-01
1.487861235626174e-04	7.439306e-01	3.305386e-01
1.490262738041873e-04	7.451314e-01	3.314736e-01
1.491365520645278e-04	7.456828e-01	3.320243e-01
1.492468303248684e-04	7.462342e-01	3.325513e-01
1.493571085852090e-04	7.467856e-01	3.330545e-01
1.494673868455496e-04	7.473369e-01	3.335341e-01
1.495776651058901e-04	7.478883e-01	3.339899e-01
1.496879433662307e-04	7.484397e-01	3.344220e-01
1.497982216265713e-04	7.489911e-01	3.348304e-01
1.498790587154060e-04	7.493953e-01	3.350764e-01
1.499598958042407e-04	7.497995e-01	3.353346e-01
1.500407328930754e-04	7.502036e-01	3.356049e-01
1.501215699819102e-04	7.506078e-01	3.358873e-01
1.502024070707449e-04	7.510120e-01	3.361819e-01
1.502832441595796e-04	7.514162e-01	3.364886e-01
1.503640812484143e-04	7.518204e-01	3.368075e-01
1.503900342089378e-04	7.519501e-01	3.369164e-01
1.504129864384658e-04	7.520649e-01	3.370140e-01
1.504337779311718e-04	7.521689e-01	3.371040e-01
1.508929033874797e-04	7.544645e-01	3.397445e-01
1.510249792475484e-04	7.551249e-01	3.406093e-01
1.510890224826313e-04	7.554451e-01	3.409979e-01
1.511530657177142e-04	7.557653e-01	3.413632e-01
1.512171089527970e-04	7.560856e-01	3.417052e-01
1.512811521878799e-04	7.564058e-01	3.420241e-01
1.513451954229628e-04	7.567260e-01	3.423197e-01
1.514092386580456e-04	7.570462e-01	3.425922e-01
1.514732818931285e-04	7.573664e-01	3.428414e-01
1.515370769146115e-04	7.576854e-01	3.430873e-01
1.516008719360946e-04	7.580044e-01	3.433501e-01
1.516646669575776e-04	7.583233e-01	3.436299e-01
1.517284619790606e-04	7.586423e-01	3.439266e-01
1.517922570005436e-04	7.589613e-01	3.442403e-01
1.518560520220267e-04	7.592802e-01	3.445709e-01
1.519198470435097e-04	7.595992e-01	3.449185e-01
1.521227733024556e-04	7.606139e-01	3.460803e-01
1.521887669129040e-04	7.609438e-01	3.464517e-01
1.522547605233525e-04	7.612738e-01	3.468003e-01
1.523207541338009e-04	7.616038e-01	3.471261e-01
1.523867477442493e-04	7.619337e-01	3.474291e-01
1.524527413546978e-04	7.622637e-01	3.477094e-01
1.525187349651462e-04	7.625937e-01	3.479668e-01
1.525847285755946e-04	7.629237e-01	3.482014e-01
1.527529723022537e-04	7.637649e-01	3.487943e-01
1.530080843632221e-04	7.650404e-01	3.498421e-01
1.532563289971977e-04	7.662817e-01	3.510570e-01
1.533239253867473e-04	7.666196e-01	3.513951e-01
1.533915217762968e-04	7.669576e-01	3.517123e-01
1.534591181658464e-04	7.672956e-01	3.520087e-01
1.535267145553960e-04	7.676336e-01	3.522841e-01
1.535943109449455e-04	7.679715e-01	3.525387e-01
1.536619073344951e-04	7.683095e-01	3.527725e-01
1.537295037240446e-04	7.686475e-01	3.529853e-01
1.539088758034808e-04	7.695444e-01	3.535356e-01
1.541666836223509e-04	7.708334e-01	3.544553e-01
1.542749750427465e-04	7.713749e-01	3.549019e-01
1.543121495637357e-04	7.715607e-01	3.550626e-01
1.543428741027277e-04	7.717144e-01	3.552010e-01
1.544117881021959e-04	7.720590e-01	3.555482e-01
1.544807021016641e-04	7.724035e-01	3.559164e-01
1.545496161011323e-04	7.727481e-01	3.563056e-01
1.546185301006005e-04	7.730927e-01	3.567157e-01
1.546874441000688e-04	7.734372e-01	3.571468e-01
1.547563580995370e-04	7.737818e-01	3.575989e-01
1.548252720990052e-04	7.741264e-01	3.580720e-01
1.548934872850017e-04	7.744674e-01	3.585164e-01
