time	V(input_signal)	V(v_out)
1.484769674813807e-03	2.576152e+00	2.186721e+00
1.484867759886393e-03	2.575661e+00	2.186296e+00
1.484965844958980e-03	2.575171e+00	2.185852e+00
1.485063930031567e-03	2.574680e+00	2.185389e+00
1.485162015104154e-03	2.574190e+00	2.184908e+00
1.485260100176741e-03	2.573700e+00	2.184407e+00
1.485358185249328e-03	2.573209e+00	2.183887e+00
1.485651008614444e-03	2.571745e+00	2.182664e+00
1.485668628987110e-03	2.571657e+00	2.182600e+00
1.485668996323236e-03	2.571655e+00	2.182599e+00
1.485669730995488e-03	2.571651e+00	2.182596e+00
1.485674139029003e-03	2.571629e+00	2.182583e+00
1.485685110619108e-03	2.571574e+00	2.182545e+00
1.485694751357593e-03	2.571526e+00	2.182513e+00
1.485698032606375e-03	2.571510e+00	2.182502e+00
1.485766847221778e-03	2.571166e+00	2.182271e+00
1.485835661837182e-03	2.570822e+00	2.182030e+00
1.485904476452585e-03	2.570478e+00	2.181781e+00
1.485973291067988e-03	2.570134e+00	2.181523e+00
1.486042105683392e-03	2.569789e+00	2.181255e+00
1.486110920298795e-03	2.569445e+00	2.180979e+00
1.486179734914198e-03	2.569101e+00	2.180694e+00
1.486313622269224e-03	2.568432e+00	2.180105e+00
1.486347734894009e-03	2.568261e+00	2.179950e+00
1.486372919086930e-03	2.568135e+00	2.179833e+00
1.486400132055977e-03	2.567999e+00	2.179704e+00
1.486430921019853e-03	2.567845e+00	2.179556e+00
1.486443241050063e-03	2.567784e+00	2.179495e+00
1.486512674632742e-03	2.567437e+00	2.179115e+00
1.486582108215422e-03	2.567089e+00	2.178716e+00
1.486651541798101e-03	2.566742e+00	2.178298e+00
1.486720975380781e-03	2.566395e+00	2.177861e+00
1.486790408963460e-03	2.566048e+00	2.177404e+00
1.486859842546140e-03	2.565701e+00	2.176928e+00
1.486929276128819e-03	2.565354e+00	2.176434e+00
1.486953382101336e-03	2.565233e+00	2.176271e+00
1.486977488073853e-03	2.565112e+00	2.176111e+00
1.487001594046369e-03	2.564992e+00	2.175954e+00
1.487025700018886e-03	2.564871e+00	2.175801e+00
1.487049805991403e-03	2.564751e+00	2.175651e+00
1.487073911963920e-03	2.564630e+00	2.175504e+00
1.487098017936437e-03	2.564510e+00	2.175360e+00
1.487121457371244e-03	2.564393e+00	2.175220e+00
1.487137017764219e-03	2.564315e+00	2.175129e+00
1.487142584506887e-03	2.564287e+00	2.175097e+00
1.487150006830444e-03	2.564250e+00	2.175056e+00
1.487432769814621e-03	2.562836e+00	2.173686e+00
1.487518987285791e-03	2.562405e+00	2.173296e+00
1.487605204756961e-03	2.561974e+00	2.172886e+00
1.487691422228132e-03	2.561543e+00	2.172456e+00
1.487777639699302e-03	2.561112e+00	2.172004e+00
1.487863857170472e-03	2.560681e+00	2.171532e+00
1.487950074641642e-03	2.560250e+00	2.171039e+00
1.488036292112812e-03	2.559819e+00	2.170526e+00
1.488162482680519e-03	2.559188e+00	2.169797e+00
1.488278492146816e-03	2.558608e+00	2.169245e+00
1.488394501613113e-03	2.558028e+00	2.168704e+00
1.488510511079410e-03	2.557448e+00	2.168175e+00
1.488626520545707e-03	2.556867e+00	2.167658e+00
1.488742530012004e-03	2.556287e+00	2.167152e+00
1.488858539478301e-03	2.555707e+00	2.166658e+00
1.488974548944598e-03	2.555127e+00	2.166175e+00
1.489025517373739e-03	2.554872e+00	2.165920e+00
1.489076485802881e-03	2.554618e+00	2.165666e+00
1.489127454232022e-03	2.554363e+00	2.165413e+00
1.489178422661164e-03	2.554108e+00	2.165160e+00
1.489229391090305e-03	2.553853e+00	2.164908e+00
1.489280359519447e-03	2.553598e+00	2.164657e+00
1.489331327948589e-03	2.553343e+00	2.164407e+00
1.489352192242060e-03	2.553239e+00	2.164315e+00
1.489391315778548e-03	2.553043e+00	2.164141e+00
1.489574894121728e-03	2.552125e+00	2.163396e+00
1.489575856396208e-03	2.552121e+00	2.163393e+00
1.489580627486287e-03	2.552097e+00	2.163376e+00
1.489585398576367e-03	2.552073e+00	2.163359e+00
1.489590169666447e-03	2.552049e+00	2.163342e+00
1.489594940756527e-03	2.552025e+00	2.163324e+00
1.489599711846607e-03	2.552001e+00	2.163307e+00
1.489604482936687e-03	2.551978e+00	2.163289e+00
1.489609254026767e-03	2.551954e+00	2.163272e+00
1.489638075098362e-03	2.551810e+00	2.163167e+00
1.490091804436458e-03	2.549541e+00	2.161463e+00
1.490208401691561e-03	2.548958e+00	2.160971e+00
1.490248264840693e-03	2.548759e+00	2.160799e+00
1.490278818582536e-03	2.548606e+00	2.160664e+00
1.490406080350181e-03	2.547970e+00	2.159870e+00
1.490533342117825e-03	2.547333e+00	2.159082e+00
1.490660603885469e-03	2.546697e+00	2.158302e+00
1.490787865653114e-03	2.546061e+00	2.157528e+00
1.490915127420758e-03	2.545424e+00	2.156760e+00
1.491042389188402e-03	2.544788e+00	2.155999e+00
1.491169650956047e-03	2.544152e+00	2.155245e+00
1.491252020311331e-03	2.543740e+00	2.154894e+00
1.491334389666616e-03	2.543328e+00	2.154527e+00
1.491416759021901e-03	2.542916e+00	2.154144e+00
1.491499128377186e-03	2.542504e+00	2.153744e+00
1.491581497732471e-03	2.542093e+00	2.153328e+00
1.491663867087756e-03	2.541681e+00	2.152896e+00
1.491746236443040e-03	2.541269e+00	2.152447e+00
1.491814842244261e-03	2.540926e+00	2.152025e+00
1.491883448045482e-03	2.540583e+00	2.151616e+00
1.491952053846702e-03	2.540240e+00	2.151220e+00
1.492020659647923e-03	2.539897e+00	2.150837e+00
1.492089265449143e-03	2.539554e+00	2.150468e+00
1.492157871250364e-03	2.539211e+00	2.150111e+00
1.492226477051585e-03	2.538868e+00	2.149767e+00
1.492310821039902e-03	2.538446e+00	2.149418e+00
1.492395165028220e-03	2.538024e+00	2.149066e+00
1.492479509016537e-03	2.537603e+00	2.148712e+00
1.492563853004855e-03	2.537181e+00	2.148355e+00
1.492648196993173e-03	2.536759e+00	2.147997e+00
1.492732540981490e-03	2.536337e+00	2.147636e+00
1.492816884969808e-03	2.535916e+00	2.147272e+00
1.492903414843229e-03	2.535483e+00	2.146814e+00
1.492989944716651e-03	2.535050e+00	2.146373e+00
1.493076474590073e-03	2.534618e+00	2.145947e+00
1.493163004463495e-03	2.534185e+00	2.145537e+00
1.493249534336916e-03	2.533752e+00	2.145143e+00
1.493336064210338e-03	2.533320e+00	2.144766e+00
1.493422594083760e-03	2.532887e+00	2.144404e+00
1.493444190170516e-03	2.532779e+00	2.144322e+00
1.493449438235638e-03	2.532753e+00	2.144302e+00
1.493454686300759e-03	2.532727e+00	2.144282e+00
1.493459934365881e-03	2.532700e+00	2.144263e+00
1.493465182431002e-03	2.532674e+00	2.144243e+00
1.493470430496124e-03	2.532648e+00	2.144224e+00
1.493475678561245e-03	2.532622e+00	2.144206e+00
1.493480926626367e-03	2.532595e+00	2.144187e+00
1.493486932420709e-03	2.532565e+00	2.144165e+00
1.493497252701990e-03	2.532514e+00	2.144125e+00
1.493523090561368e-03	2.532385e+00	2.144032e+00
1.493598935776420e-03	2.532005e+00	2.143774e+00
1.493674780991472e-03	2.531626e+00	2.143507e+00
1.493750626206525e-03	2.531247e+00	2.143230e+00
1.493826471421577e-03	2.530868e+00	2.142943e+00
1.493902316636629e-03	2.530489e+00	2.142645e+00
1.493978161851681e-03	2.530109e+00	2.142338e+00
1.494054007066733e-03	2.529730e+00	2.142021e+00
1.494137201682766e-03	2.529314e+00	2.141657e+00
1.494165824119399e-03	2.529171e+00	2.141529e+00
1.494188151941657e-03	2.529059e+00	2.141427e+00
1.494570228835062e-03	2.527149e+00	2.139227e+00
1.494644320047243e-03	2.526778e+00	2.138695e+00
1.494718411259423e-03	2.526408e+00	2.138186e+00
1.494792502471604e-03	2.526037e+00	2.137701e+00
1.494866593683785e-03	2.525667e+00	2.137240e+00
1.494940684895965e-03	2.525297e+00	2.136802e+00
1.495014776108146e-03	2.524926e+00	2.136388e+00
1.495088867320326e-03	2.524556e+00	2.135997e+00
1.495174123371552e-03	2.524129e+00	2.135628e+00
1.495259379422778e-03	2.523703e+00	2.135243e+00
1.495344635474003e-03	2.523277e+00	2.134843e+00
1.495429891525229e-03	2.522851e+00	2.134427e+00
1.495515147576455e-03	2.522424e+00	2.133996e+00
1.495600403627680e-03	2.521998e+00	2.133549e+00
1.495685659678906e-03	2.521572e+00	2.133086e+00
1.495923264220152e-03	2.520384e+00	2.131691e+00
1.495965608244591e-03	2.520172e+00	2.131452e+00
1.495995673609377e-03	2.520022e+00	2.131283e+00
1.496103025298585e-03	2.519485e+00	2.130778e+00
1.496210376987792e-03	2.518948e+00	2.130283e+00
1.496317728676999e-03	2.518411e+00	2.129800e+00
1.496425080366207e-03	2.517875e+00	2.129327e+00
1.496532432055414e-03	2.517338e+00	2.128866e+00
1.496639783744622e-03	2.516801e+00	2.128415e+00
1.496747135433829e-03	2.516264e+00	2.127975e+00
1.496834332196894e-03	2.515828e+00	2.127525e+00
1.496921528959960e-03	2.515392e+00	2.127087e+00
1.497008725723025e-03	2.514956e+00	2.126663e+00
1.497095922486090e-03	2.514520e+00	2.126252e+00
1.497183119249156e-03	2.514084e+00	2.125854e+00
1.497270316012221e-03	2.513648e+00	2.125469e+00
1.497357512775287e-03	2.513212e+00	2.125097e+00
1.497431550166802e-03	2.512842e+00	2.124821e+00
1.497511740153746e-03	2.512441e+00	2.124549e+00
1.497591930140691e-03	2.512040e+00	2.124267e+00
1.497672120127635e-03	2.511640e+00	2.123973e+00
1.497752310114579e-03	2.511239e+00	2.123670e+00
1.497832500101523e-03	2.510838e+00	2.123355e+00
1.497912690088468e-03	2.510437e+00	2.123030e+00
1.497992880075412e-03	2.510036e+00	2.122694e+00
1.498018248016888e-03	2.509909e+00	2.122587e+00
1.498039579890365e-03	2.509802e+00	2.122496e+00
1.498061908090745e-03	2.509691e+00	2.122399e+00
1.498081874020593e-03	2.509591e+00	2.122310e+00
1.498146083680902e-03	2.509269e+00	2.122014e+00
1.498265061265452e-03	2.508675e+00	2.121250e+00
1.498384038850002e-03	2.508080e+00	2.120496e+00
1.498503016434552e-03	2.507485e+00	2.119752e+00
1.498621994019102e-03	2.506890e+00	2.119017e+00
1.498740971603652e-03	2.506295e+00	2.118292e+00
1.498859949188202e-03	2.505700e+00	2.117576e+00
1.498978926772752e-03	2.505105e+00	2.116869e+00
1.499051075318265e-03	2.504745e+00	2.116558e+00
1.499123223863778e-03	2.504384e+00	2.116238e+00
1.499195372409291e-03	2.504023e+00	2.115908e+00
1.499267520954803e-03	2.503662e+00	2.115569e+00
1.499339669500316e-03	2.503302e+00	2.115221e+00
1.499411818045829e-03	2.502941e+00	2.114862e+00
1.499483966591341e-03	2.502580e+00	2.114495e+00
1.499536167602529e-03	2.502319e+00	2.114195e+00
1.499588368613716e-03	2.502058e+00	2.113893e+00
1.499640569624903e-03	2.501797e+00	2.113590e+00
1.499692770636090e-03	2.501536e+00	2.113284e+00
1.499744971647278e-03	2.501275e+00	2.112976e+00
1.499797172658465e-03	2.501014e+00	2.112667e+00
1.499849373669652e-03	2.500753e+00	2.112355e+00
1.499854004589416e-03	2.500730e+00	2.112329e+00
1.499861808074577e-03	2.500691e+00	2.112287e+00
1.499866935756513e-03	2.500665e+00	2.112258e+00
1.499884631894604e-03	2.500577e+00	2.112161e+00
1.499989032788609e-03	2.500055e+00	2.111661e+00
1.500093433682615e-03	2.499533e+00	2.111174e+00
1.500197834576621e-03	2.499011e+00	2.110702e+00
1.500302235470627e-03	2.498489e+00	2.110243e+00
1.500406636364633e-03	2.497967e+00	2.109799e+00
1.500511037258639e-03	2.497445e+00	2.109368e+00
1.500615438152645e-03	2.496923e+00	2.108951e+00
1.500895331663308e-03	2.495523e+00	2.107558e+00
1.500910740868458e-03	2.495446e+00	2.107479e+00
1.500926150073608e-03	2.495369e+00	2.107400e+00
1.500941559278758e-03	2.495292e+00	2.107323e+00
1.500956968483908e-03	2.495215e+00	2.107246e+00
1.500972377689058e-03	2.495138e+00	2.107170e+00
1.500987786894208e-03	2.495061e+00	2.107095e+00
1.501003196099358e-03	2.494984e+00	2.107021e+00
1.501009819760215e-03	2.494951e+00	2.106990e+00
1.501016398328016e-03	2.494918e+00	2.106959e+00
1.501030253959201e-03	2.494849e+00	2.106894e+00
1.501055096455485e-03	2.494725e+00	2.106778e+00
1.501059220054324e-03	2.494704e+00	2.106758e+00
1.501091682518677e-03	2.494542e+00	2.106611e+00
1.501140755358403e-03	2.494296e+00	2.106396e+00
1.501143530819141e-03	2.494282e+00	2.106385e+00
1.501146861372026e-03	2.494266e+00	2.106372e+00
1.501154513576833e-03	2.494227e+00	2.106339e+00
1.501162165781640e-03	2.494189e+00	2.106307e+00
1.501169817986447e-03	2.494151e+00	2.106275e+00
1.501177470191254e-03	2.494112e+00	2.106243e+00
1.501185122396060e-03	2.494074e+00	2.106212e+00
1.501192774600867e-03	2.494036e+00	2.106181e+00
1.501200426805674e-03	2.493998e+00	2.106151e+00
1.501223044683107e-03	2.493885e+00	2.106060e+00
1.501224985437314e-03	2.493875e+00	2.106052e+00
1.501308522194915e-03	2.493457e+00	2.105754e+00
1.501392058952516e-03	2.493040e+00	2.105451e+00
1.501475595710117e-03	2.492622e+00	2.105143e+00
1.501559132467718e-03	2.492204e+00	2.104831e+00
1.501642669225319e-03	2.491787e+00	2.104515e+00
1.501726205982920e-03	2.491369e+00	2.104195e+00
1.501809742740521e-03	2.490951e+00	2.103869e+00
1.501941066249532e-03	2.490295e+00	2.103309e+00
1.501977039933060e-03	2.490115e+00	2.103151e+00
1.502006311769379e-03	2.489969e+00	2.103018e+00
1.502109771899761e-03	2.489451e+00	2.102437e+00
1.502213232030144e-03	2.488934e+00	2.101835e+00
1.502316692160526e-03	2.488416e+00	2.101212e+00
1.502420152290909e-03	2.487899e+00	2.100568e+00
1.502523612421291e-03	2.487382e+00	2.099903e+00
1.502627072551674e-03	2.486865e+00	2.099216e+00
1.502730532682057e-03	2.486347e+00	2.098508e+00
1.502821158724633e-03	2.485894e+00	2.098043e+00
1.502911784767209e-03	2.485441e+00	2.097587e+00
1.503002410809785e-03	2.484988e+00	2.097138e+00
1.503093036852361e-03	2.484535e+00	2.096698e+00
1.503183662894937e-03	2.484082e+00	2.096265e+00
1.503274288937513e-03	2.483629e+00	2.095841e+00
1.503364914980089e-03	2.483176e+00	2.095425e+00
1.503461760185129e-03	2.482691e+00	2.094842e+00
1.503558605390170e-03	2.482207e+00	2.094278e+00
1.503655450595210e-03	2.481723e+00	2.093733e+00
1.503752295800251e-03	2.481238e+00	2.093207e+00
1.503849141005291e-03	2.480754e+00	2.092700e+00
1.503945986210331e-03	2.480270e+00	2.092212e+00
1.504042831415372e-03	2.479786e+00	2.091743e+00
1.504146949862171e-03	2.479265e+00	2.091337e+00
1.504251068308971e-03	2.478745e+00	2.090913e+00
1.504355186755770e-03	2.478224e+00	2.090472e+00
1.504459305202570e-03	2.477703e+00	2.090013e+00
1.504563423649369e-03	2.477183e+00	2.089536e+00
1.504667542096169e-03	2.476662e+00	2.089041e+00
1.504771660542968e-03	2.476142e+00	2.088529e+00
1.504797952525495e-03	2.476010e+00	2.088393e+00
1.504824244508022e-03	2.475879e+00	2.088259e+00
1.504850536490549e-03	2.475747e+00	2.088126e+00
1.504876828473076e-03	2.475616e+00	2.087996e+00
1.504903120455603e-03	2.475484e+00	2.087868e+00
1.504929412438130e-03	2.475353e+00	2.087742e+00
1.504955704420657e-03	2.475221e+00	2.087617e+00
1.504973507190649e-03	2.475132e+00	2.087533e+00
1.505000647747310e-03	2.474997e+00	2.087407e+00
1.505010267461323e-03	2.474949e+00	2.087366e+00
1.505024750807332e-03	2.474876e+00	2.087301e+00
1.505034242410500e-03	2.474829e+00	2.087257e+00
1.505041457293510e-03	2.474793e+00	2.087228e+00
1.505058125461140e-03	2.474709e+00	2.087155e+00
1.505095674298465e-03	2.474522e+00	2.086997e+00
1.505196416217021e-03	2.474018e+00	2.086622e+00
1.505297158135578e-03	2.473514e+00	2.086245e+00
1.505397900054134e-03	2.473010e+00	2.085865e+00
1.505498641972690e-03	2.472507e+00	2.085483e+00
1.505599383891247e-03	2.472003e+00	2.085099e+00
1.505700125809803e-03	2.471499e+00	2.084712e+00
1.505800867728359e-03	2.470996e+00	2.084324e+00
1.505842044805170e-03	2.470790e+00	2.084147e+00
1.505870947248740e-03	2.470645e+00	2.084022e+00
1.505873944152747e-03	2.470630e+00	2.084009e+00
1.505960530261471e-03	2.470197e+00	2.083581e+00
1.506047116370194e-03	2.469764e+00	2.083116e+00
1.506133702478918e-03	2.469331e+00	2.082615e+00
1.506220288587642e-03	2.468899e+00	2.082078e+00
1.506306874696366e-03	2.468466e+00	2.081505e+00
1.506393460805090e-03	2.468033e+00	2.080895e+00
1.506480046913814e-03	2.467600e+00	2.080250e+00
1.506601907234180e-03	2.466991e+00	2.079565e+00
1.506723767554547e-03	2.466381e+00	2.078900e+00
1.506845627874913e-03	2.465772e+00	2.078254e+00
1.506967488195279e-03	2.465163e+00	2.077628e+00
1.507089348515645e-03	2.464553e+00	2.077021e+00
1.507211208836012e-03	2.463944e+00	2.076434e+00
1.507333069156378e-03	2.463335e+00	2.075866e+00
1.507417101336968e-03	2.462914e+00	2.075345e+00
1.507501133517557e-03	2.462494e+00	2.074845e+00
1.507585165698147e-03	2.462074e+00	2.074367e+00
1.507669197878737e-03	2.461654e+00	2.073908e+00
1.507753230059326e-03	2.461234e+00	2.073471e+00
1.507837262239916e-03	2.460814e+00	2.073054e+00
1.507921294420505e-03	2.460393e+00	2.072658e+00
1.507942389502497e-03	2.460288e+00	2.072570e+00
1.507963484584489e-03	2.460183e+00	2.072482e+00
1.507984579666482e-03	2.460077e+00	2.072396e+00
1.508005674748474e-03	2.459972e+00	2.072311e+00
1.508026769830466e-03	2.459866e+00	2.072227e+00
1.508047864912458e-03	2.459761e+00	2.072144e+00
1.508068959994450e-03	2.459655e+00	2.072062e+00
1.508163513148145e-03	2.459182e+00	2.071693e+00
1.508258066301839e-03	2.458710e+00	2.071302e+00
1.508352619455533e-03	2.458237e+00	2.070888e+00
1.508447172609227e-03	2.457764e+00	2.070452e+00
1.508541725762921e-03	2.457291e+00	2.069992e+00
1.508636278916616e-03	2.456819e+00	2.069511e+00
1.508730832070310e-03	2.456346e+00	2.069006e+00
1.508831384254023e-03	2.455843e+00	2.068544e+00
1.508931936437737e-03	2.455340e+00	2.068104e+00
1.509032488621451e-03	2.454838e+00	2.067685e+00
1.509133040805164e-03	2.454335e+00	2.067287e+00
1.509233592988878e-03	2.453832e+00	2.066910e+00
1.509334145172591e-03	2.453329e+00	2.066555e+00
1.509434697356305e-03	2.452826e+00	2.066221e+00
1.509679257505705e-03	2.451604e+00	2.065214e+00
1.509682405009377e-03	2.451588e+00	2.065200e+00
1.509694995024063e-03	2.451525e+00	2.065145e+00
1.509745355082810e-03	2.451273e+00	2.064922e+00
1.509764802298411e-03	2.451176e+00	2.064835e+00
1.509781623609056e-03	2.451092e+00	2.064761e+00
1.509795332587244e-03	2.451023e+00	2.064702e+00
1.509875901976776e-03	2.450620e+00	2.064308e+00
1.509956471366308e-03	2.450218e+00	2.063883e+00
1.510037040755840e-03	2.449815e+00	2.063427e+00
1.510117610145372e-03	2.449412e+00	2.062939e+00
1.510198179534904e-03	2.449009e+00	2.062421e+00
1.510278748924436e-03	2.448606e+00	2.061872e+00
1.510359318313968e-03	2.448203e+00	2.061292e+00
1.510397858597931e-03	2.448011e+00	2.061026e+00
1.510436398881893e-03	2.447818e+00	2.060769e+00
1.510474939165855e-03	2.447625e+00	2.060521e+00
1.510513479449818e-03	2.447433e+00	2.060283e+00
1.510552019733780e-03	2.447240e+00	2.060053e+00
1.510590560017743e-03	2.447047e+00	2.059833e+00
1.510629100301705e-03	2.446855e+00	2.059622e+00
1.510721424439755e-03	2.446393e+00	2.059148e+00
1.510730814646971e-03	2.446346e+00	2.059104e+00
1.510810840631024e-03	2.445946e+00	2.058757e+00
1.510890866615077e-03	2.445546e+00	2.058397e+00
1.510970892599130e-03	2.445145e+00	2.058024e+00
1.511050918583183e-03	2.444745e+00	2.057637e+00
1.511130944567235e-03	2.444345e+00	2.057237e+00
1.511210970551288e-03	2.443945e+00	2.056824e+00
1.511290996535341e-03	2.443545e+00	2.056397e+00
1.511536410017377e-03	2.442318e+00	2.054957e+00
1.511841736129115e-03	2.440791e+00	2.053396e+00
1.511918894723461e-03	2.440406e+00	2.053070e+00
1.511926656526455e-03	2.440367e+00	2.053037e+00
1.511941043218114e-03	2.440295e+00	2.052976e+00
1.511960223290220e-03	2.440199e+00	2.052901e+00
1.512657265909978e-03	2.436714e+00	2.049752e+00
1.513030141005036e-03	2.434849e+00	2.048111e+00
1.513055949140858e-03	2.434720e+00	2.048016e+00
1.513059370156558e-03	2.434703e+00	2.048005e+00
1.513076899899449e-03	2.434616e+00	2.047943e+00
1.513555458190472e-03	2.432223e+00	2.046169e+00
1.513664977340153e-03	2.431675e+00	2.045698e+00
1.513698713621864e-03	2.431506e+00	2.045548e+00
1.513726684842734e-03	2.431367e+00	2.045419e+00
1.513802483703818e-03	2.430988e+00	2.045035e+00
1.513878282564901e-03	2.430609e+00	2.044622e+00
1.513954081425985e-03	2.430230e+00	2.044182e+00
1.514029880287068e-03	2.429851e+00	2.043713e+00
1.514105679148152e-03	2.429472e+00	2.043216e+00
1.514181478009235e-03	2.429093e+00	2.042691e+00
1.514257276870319e-03	2.428714e+00	2.042137e+00
1.514326257441264e-03	2.428369e+00	2.041671e+00
1.514395238012209e-03	2.428024e+00	2.041233e+00
1.514464218583154e-03	2.427679e+00	2.040824e+00
1.514533199154099e-03	2.427334e+00	2.040443e+00
1.514602179725044e-03	2.426989e+00	2.040091e+00
1.514671160295988e-03	2.426644e+00	2.039767e+00
1.514740140866933e-03	2.426299e+00	2.039472e+00
1.514823108996147e-03	2.425884e+00	2.039114e+00
1.514906077125361e-03	2.425470e+00	2.038732e+00
1.514989045254575e-03	2.425055e+00	2.038326e+00
1.515072013383789e-03	2.424640e+00	2.037895e+00
1.515154981513003e-03	2.424225e+00	2.037440e+00
1.515237949642218e-03	2.423810e+00	2.036962e+00
1.515320917771431e-03	2.423395e+00	2.036459e+00
1.515385829593304e-03	2.423071e+00	2.036067e+00
1.515450741415177e-03	2.422746e+00	2.035693e+00
1.515515653237050e-03	2.422422e+00	2.035338e+00
1.515580565058922e-03	2.422097e+00	2.035003e+00
1.515645476880795e-03	2.421773e+00	2.034685e+00
1.515710388702668e-03	2.421448e+00	2.034387e+00
1.515775300524541e-03	2.421124e+00	2.034107e+00
1.515776344915426e-03	2.421118e+00	2.034104e+00
1.515782611260740e-03	2.421087e+00	2.034078e+00
1.515790296651304e-03	2.421049e+00	2.034046e+00
1.515797982041868e-03	2.421010e+00	2.034015e+00
1.515805667432433e-03	2.420972e+00	2.033984e+00
1.515813352822997e-03	2.420933e+00	2.033953e+00
1.515821038213561e-03	2.420895e+00	2.033922e+00
1.515828723604125e-03	2.420856e+00	2.033892e+00
1.515836408994689e-03	2.420818e+00	2.033862e+00
1.515925162966177e-03	2.420374e+00	2.033521e+00
1.516013916937664e-03	2.419930e+00	2.033160e+00
1.516102670909151e-03	2.419487e+00	2.032780e+00
1.516191424880638e-03	2.419043e+00	2.032381e+00
1.516280178852126e-03	2.418599e+00	2.031962e+00
1.516368932823613e-03	2.418155e+00	2.031525e+00
1.516457686795100e-03	2.417711e+00	2.031068e+00
1.516611213988368e-03	2.416944e+00	2.030302e+00
1.516618938968565e-03	2.416905e+00	2.030263e+00
1.516619503950247e-03	2.416903e+00	2.030261e+00
1.516623554171537e-03	2.416882e+00	2.030243e+00
1.516627604392826e-03	2.416862e+00	2.030224e+00
1.516631654614115e-03	2.416842e+00	2.030206e+00
1.516635704835405e-03	2.416821e+00	2.030187e+00
1.516639755056694e-03	2.416801e+00	2.030168e+00
1.516643805277983e-03	2.416781e+00	2.030149e+00
1.516647855499273e-03	2.416761e+00	2.030130e+00
1.516652171551063e-03	2.416739e+00	2.030110e+00
1.516657926286783e-03	2.416710e+00	2.030083e+00
1.516699363463324e-03	2.416503e+00	2.029894e+00
1.516754863134192e-03	2.416226e+00	2.029656e+00
1.516757225139917e-03	2.416214e+00	2.029646e+00
1.516760374480884e-03	2.416198e+00	2.029634e+00
1.516762736486609e-03	2.416186e+00	2.029625e+00
1.516772184509509e-03	2.416139e+00	2.029585e+00
1.516811542455479e-03	2.415942e+00	2.029424e+00
1.516894846900571e-03	2.415526e+00	2.029123e+00
1.516978151345663e-03	2.415109e+00	2.028817e+00
1.517061455790755e-03	2.414693e+00	2.028508e+00
1.517144760235847e-03	2.414276e+00	2.028195e+00
1.517228064680939e-03	2.413860e+00	2.027878e+00
1.517311369126031e-03	2.413443e+00	2.027557e+00
1.517394673571123e-03	2.413027e+00	2.027232e+00
1.517544255599422e-03	2.412279e+00	2.026593e+00
1.517570095133232e-03	2.412149e+00	2.026483e+00
1.517588707644183e-03	2.412056e+00	2.026404e+00
1.517590841958090e-03	2.412046e+00	2.026394e+00
1.517603647841533e-03	2.411982e+00	2.026336e+00
1.517682274823203e-03	2.411589e+00	2.025959e+00
1.517760901804872e-03	2.411196e+00	2.025549e+00
1.517839528786542e-03	2.410802e+00	2.025107e+00
1.517918155768212e-03	2.410409e+00	2.024632e+00
1.517996782749881e-03	2.410016e+00	2.024124e+00
1.518075409731551e-03	2.409623e+00	2.023584e+00
1.518154036713220e-03	2.409230e+00	2.023010e+00
1.518232344319918e-03	2.408838e+00	2.022475e+00
1.518310651926615e-03	2.408447e+00	2.021976e+00
1.518388959533313e-03	2.408055e+00	2.021512e+00
1.518467267140011e-03	2.407664e+00	2.021083e+00
1.518545574746709e-03	2.407272e+00	2.020691e+00
1.518623882353406e-03	2.406881e+00	2.020334e+00
1.518702189960104e-03	2.406489e+00	2.020012e+00
1.518784480424070e-03	2.406078e+00	2.019649e+00
1.518866770888036e-03	2.405666e+00	2.019262e+00
1.518949061352003e-03	2.405255e+00	2.018850e+00
1.519031351815969e-03	2.404843e+00	2.018414e+00
1.519113642279935e-03	2.404432e+00	2.017954e+00
1.519195932743902e-03	2.404020e+00	2.017469e+00
1.519278223207868e-03	2.403609e+00	2.016960e+00
1.519587820018407e-03	2.402061e+00	2.015301e+00
1.519673796139581e-03	2.401631e+00	2.014951e+00
1.519759772260754e-03	2.401201e+00	2.014596e+00
1.519845748381927e-03	2.400771e+00	2.014237e+00
1.519931724503100e-03	2.400341e+00	2.013874e+00
1.520017700624274e-03	2.399911e+00	2.013506e+00
1.520103676745447e-03	2.399482e+00	2.013134e+00
1.520189652866620e-03	2.399052e+00	2.012757e+00
1.520242131115215e-03	2.398789e+00	2.012493e+00
1.520294609363810e-03	2.398527e+00	2.012229e+00
1.520347087612405e-03	2.398265e+00	2.011965e+00
1.520399565861000e-03	2.398002e+00	2.011702e+00
1.520452044109595e-03	2.397740e+00	2.011438e+00
1.520504522358190e-03	2.397477e+00	2.011174e+00
1.520557000606785e-03	2.397215e+00	2.010911e+00
1.520668663412667e-03	2.396657e+00	2.010448e+00
1.520780326218549e-03	2.396098e+00	2.009996e+00
1.520891989024431e-03	2.395540e+00	2.009555e+00
1.521003651830312e-03	2.394982e+00	2.009124e+00
1.521115314636194e-03	2.394423e+00	2.008704e+00
1.521226977442076e-03	2.393865e+00	2.008294e+00
1.521338640247958e-03	2.393307e+00	2.007895e+00
1.521458704368749e-03	2.392706e+00	2.007376e+00
1.521494006976726e-03	2.392530e+00	2.007219e+00
1.521521134084442e-03	2.392394e+00	2.007093e+00
1.521599930255806e-03	2.392000e+00	2.006686e+00
1.521678726427169e-03	2.391606e+00	2.006252e+00
