time	V(dac_out)	V(after_filter)
2.384676157709861e-05	2.792969e+00	2.701338e+00
2.393644181686099e-05	2.792969e+00	2.702304e+00
2.402612205662337e-05	2.792969e+00	2.703271e+00
2.418087416909211e-05	2.800199e+00	2.705044e+00
2.423514653946559e-05	2.808101e+00	2.705676e+00
2.427963412133223e-05	2.812500e+00	2.706202e+00
2.436021473216661e-05	2.812500e+00	2.707194e+00
2.444079534300099e-05	2.812500e+00	2.708202e+00
2.452137595383538e-05	2.812500e+00	2.709225e+00
2.460195656466976e-05	2.812500e+00	2.710264e+00
2.468253717550414e-05	2.812500e+00	2.711319e+00
2.476311778633852e-05	2.812500e+00	2.712390e+00
2.484369839717291e-05	2.812500e+00	2.713476e+00
2.504304352597140e-05	2.812500e+00	2.715954e+00
2.506141606031862e-05	2.812500e+00	2.716171e+00
2.506827101035813e-05	2.812500e+00	2.716253e+00
2.507341046869752e-05	2.812500e+00	2.716313e+00
2.507893091682430e-05	2.812500e+00	2.716376e+00
2.509661981645105e-05	2.812500e+00	2.716577e+00
2.510376304306592e-05	2.812500e+00	2.716658e+00
2.510721326223797e-05	2.812500e+00	2.716698e+00
2.518405880245073e-05	2.812500e+00	2.717529e+00
2.526090434266350e-05	2.812500e+00	2.718353e+00
2.533774988287626e-05	2.812500e+00	2.719171e+00
2.541459542308902e-05	2.812500e+00	2.719983e+00
2.549144096330179e-05	2.812500e+00	2.720787e+00
2.556828650351455e-05	2.812500e+00	2.721586e+00
2.564513204372731e-05	2.812500e+00	2.722377e+00
2.571868793853472e-05	2.818117e+00	2.723187e+00
2.577302073442224e-05	2.827276e+00	2.723802e+00
2.582459188642014e-05	2.832031e+00	2.724402e+00
2.594251716871658e-05	2.832031e+00	2.726025e+00
2.606044245101301e-05	2.832031e+00	2.727625e+00
2.617836773330945e-05	2.832031e+00	2.729202e+00
2.629629301560588e-05	2.832031e+00	2.730756e+00
2.641421829790231e-05	2.832031e+00	2.732287e+00
2.653214358019875e-05	2.832031e+00	2.733796e+00
2.665006886249518e-05	2.832031e+00	2.735281e+00
2.683439982440858e-05	2.832031e+00	2.737169e+00
2.702127138730268e-05	2.832031e+00	2.738990e+00
2.719580306378186e-05	2.832031e+00	2.740843e+00
2.730539081774619e-05	2.838152e+00	2.742110e+00
2.737066113503233e-05	2.846945e+00	2.742901e+00
2.742919850751932e-05	2.851562e+00	2.743642e+00
2.751420617492332e-05	2.851562e+00	2.744835e+00
2.759921384232733e-05	2.851562e+00	2.746018e+00
2.768422150973134e-05	2.851562e+00	2.747190e+00
2.776922917713535e-05	2.851562e+00	2.748352e+00
2.785423684453936e-05	2.851562e+00	2.749504e+00
2.793924451194337e-05	2.851562e+00	2.750645e+00
2.802425217934738e-05	2.851562e+00	2.751776e+00
2.812159054172024e-05	2.851562e+00	2.752868e+00
2.821892890409310e-05	2.851562e+00	2.753945e+00
2.831626726646596e-05	2.851562e+00	2.755008e+00
2.841360562883882e-05	2.851562e+00	2.756058e+00
2.851094399121168e-05	2.851562e+00	2.757093e+00
2.860828235358455e-05	2.851562e+00	2.758115e+00
2.870562071595741e-05	2.851562e+00	2.759123e+00
2.880780908832671e-05	2.851562e+00	2.760324e+00
2.886743108412195e-05	2.857033e+00	2.761050e+00
2.891424574023612e-05	2.870140e+00	2.761631e+00
2.891931394427577e-05	2.871094e+00	2.761693e+00
2.892945035235508e-05	2.871094e+00	2.761819e+00
2.904123328740814e-05	2.871094e+00	2.763358e+00
