time	V(input_signal)	V(v_out)	I(Speaker)
9.744590834630563e-04	2.180419e+00	1.658538e+00	2.073173e-01
9.745788163967107e-04	2.181905e+00	1.660112e+00	2.075139e-01
9.746985493303651e-04	2.183390e+00	1.661661e+00	2.077076e-01
9.748182822640195e-04	2.184876e+00	1.663186e+00	2.078982e-01
9.749380151976739e-04	2.186362e+00	1.664687e+00	2.080859e-01
9.750577481313282e-04	2.187848e+00	1.666164e+00	2.082705e-01
9.751774810649827e-04	2.189334e+00	1.667617e+00	2.084521e-01
9.754162081217847e-04	2.192298e+00	1.670206e+00	2.087757e-01
9.757119916372900e-04	2.195971e+00	1.673460e+00	2.091825e-01
9.757743980038771e-04	2.196746e+00	1.674177e+00	2.092721e-01
9.758248070020319e-04	2.197372e+00	1.674771e+00	2.093463e-01
9.758731821686948e-04	2.197973e+00	1.675353e+00	2.094191e-01
9.759828606252321e-04	2.199336e+00	1.676824e+00	2.096030e-01
9.760925390817694e-04	2.200699e+00	1.678283e+00	2.097854e-01
9.762022175383067e-04	2.202061e+00	1.679730e+00	2.099663e-01
9.763118959948441e-04	2.203424e+00	1.681165e+00	2.101457e-01
9.764215744513814e-04	2.204787e+00	1.682588e+00	2.103236e-01
9.765312529079187e-04	2.206151e+00	1.684000e+00	2.105000e-01
9.766409313644560e-04	2.207514e+00	1.685399e+00	2.106749e-01
9.766556640002845e-04	2.207697e+00	1.685568e+00	2.106960e-01
9.766604244257800e-04	2.207756e+00	1.685623e+00	2.107029e-01
9.766651848512756e-04	2.207816e+00	1.685678e+00	2.107098e-01
9.766699452767710e-04	2.207875e+00	1.685733e+00	2.107166e-01
9.766747057022664e-04	2.207934e+00	1.685787e+00	2.107234e-01
9.766794661277619e-04	2.207993e+00	1.685841e+00	2.107302e-01
9.766842265532575e-04	2.208052e+00	1.685895e+00	2.107369e-01
9.766889869787529e-04	2.208112e+00	1.685949e+00	2.107436e-01
9.766932790175188e-04	2.208165e+00	1.685998e+00	2.107497e-01
9.768223307394330e-04	2.209769e+00	1.687398e+00	2.109248e-01
9.768606214610547e-04	2.210245e+00	1.687797e+00	2.109747e-01
9.768989121826765e-04	2.210721e+00	1.688199e+00	2.110249e-01
9.769372029042982e-04	2.211197e+00	1.688603e+00	2.110753e-01
9.769754936259200e-04	2.211674e+00	1.689009e+00	2.111261e-01
9.770137843475417e-04	2.212150e+00	1.689417e+00	2.111771e-01
9.770520750691635e-04	2.212626e+00	1.689827e+00	2.112284e-01
9.770903657907852e-04	2.213102e+00	1.690240e+00	2.112800e-01
9.773190380141762e-04	2.215946e+00	1.692847e+00	2.116059e-01
9.773801602363998e-04	2.216707e+00	1.693571e+00	2.116963e-01
9.774248868011193e-04	2.217263e+00	1.694107e+00	2.117634e-01
9.774300290747067e-04	2.217327e+00	1.694169e+00	2.117711e-01
9.775431500856646e-04	2.218734e+00	1.695643e+00	2.119554e-01
9.776562710966225e-04	2.220142e+00	1.697113e+00	2.121391e-01
9.777693921075804e-04	2.221549e+00	1.698578e+00	2.123222e-01
9.778825131185383e-04	2.222957e+00	1.700038e+00	2.125047e-01
9.779956341294963e-04	2.224365e+00	1.701493e+00	2.126866e-01
9.781087551404542e-04	2.225773e+00	1.702943e+00	2.128679e-01
9.782218761514121e-04	2.227181e+00	1.704389e+00	2.130486e-01
9.784899551110238e-04	2.230519e+00	1.707388e+00	2.134235e-01
9.788794767902635e-04	2.235370e+00	1.711697e+00	2.139621e-01
9.789447137717724e-04	2.236183e+00	1.712453e+00	2.140566e-01
9.789918082254228e-04	2.236769e+00	1.713009e+00	2.141261e-01
9.790365505889852e-04	2.237327e+00	1.713546e+00	2.141932e-01
9.791382194573295e-04	2.238593e+00	1.714871e+00	2.143589e-01
9.792398883256741e-04	2.239860e+00	1.716200e+00	2.145251e-01
9.793415571940185e-04	2.241127e+00	1.717533e+00	2.146916e-01
9.794432260623630e-04	2.242393e+00	1.718869e+00	2.148586e-01
9.795448949307074e-04	2.243661e+00	1.720208e+00	2.150260e-01
9.796465637990520e-04	2.244928e+00	1.721551e+00	2.151939e-01
9.797482326673963e-04	2.246195e+00	1.722897e+00	2.153621e-01
9.797594105823838e-04	2.246334e+00	1.723031e+00	2.153789e-01
9.797705884973715e-04	2.246474e+00	1.723165e+00	2.153956e-01
9.797817664123590e-04	2.246613e+00	1.723298e+00	2.154122e-01
9.797929443273467e-04	2.246752e+00	1.723430e+00	2.154287e-01
9.798041222423342e-04	2.246892e+00	1.723561e+00	2.154452e-01
9.798153001573219e-04	2.247031e+00	1.723692e+00	2.154615e-01
9.798264780723094e-04	2.247170e+00	1.723822e+00	2.154778e-01
9.799019610696453e-04	2.248111e+00	1.724649e+00	2.155811e-01
9.799774440669810e-04	2.249052e+00	1.725473e+00	2.156842e-01
9.800529270643169e-04	2.249993e+00	1.726296e+00	2.157870e-01
9.801284100616529e-04	2.250935e+00	1.727118e+00	2.158897e-01
9.802038930589888e-04	2.251876e+00	1.727937e+00	2.159922e-01
9.802793760563245e-04	2.252817e+00	1.728755e+00	2.160944e-01
9.803548590536604e-04	2.253758e+00	1.729572e+00	2.161965e-01
9.804882263060311e-04	2.255422e+00	1.731106e+00	2.163883e-01
9.805497206028880e-04	2.256189e+00	1.731835e+00	2.164794e-01
9.806092694139826e-04	2.256931e+00	1.732563e+00	2.165704e-01
9.807017295019990e-04	2.258085e+00	1.733803e+00	2.167254e-01
9.807941895900152e-04	2.259238e+00	1.735041e+00	2.168802e-01
9.808866496780317e-04	2.260391e+00	1.736278e+00	2.170347e-01
9.809791097660481e-04	2.261545e+00	1.737512e+00	2.171890e-01
9.810715698540646e-04	2.262699e+00	1.738744e+00	2.173430e-01
9.811640299420808e-04	2.263852e+00	1.739974e+00	2.174967e-01
9.812564900300972e-04	2.265006e+00	1.741202e+00	2.176502e-01
9.812647431195047e-04	2.265109e+00	1.741303e+00	2.176629e-01
9.812700742436479e-04	2.265176e+00	1.741367e+00	2.176709e-01
9.812754053677910e-04	2.265242e+00	1.741432e+00	2.176790e-01
9.812807364919342e-04	2.265309e+00	1.741496e+00	2.176870e-01
9.812860676160775e-04	2.265375e+00	1.741560e+00	2.176950e-01
9.812913987402208e-04	2.265442e+00	1.741625e+00	2.177031e-01
9.812967298643638e-04	2.265508e+00	1.741689e+00	2.177111e-01
9.813020609885071e-04	2.265575e+00	1.741753e+00	2.177192e-01
9.813034333500958e-04	2.265592e+00	1.741770e+00	2.177212e-01
9.813052631655473e-04	2.265615e+00	1.741792e+00	2.177240e-01
9.813148184271310e-04	2.265734e+00	1.741907e+00	2.177383e-01
9.813193480620183e-04	2.265791e+00	1.741960e+00	2.177449e-01
9.813239198127486e-04	2.265848e+00	1.742012e+00	2.177515e-01
9.813546858050905e-04	2.266232e+00	1.742370e+00	2.177963e-01
9.813854517974323e-04	2.266616e+00	1.742723e+00	2.178404e-01
9.814162177897742e-04	2.267000e+00	1.743070e+00	2.178838e-01
9.814469837821163e-04	2.267384e+00	1.743412e+00	2.179265e-01
9.814777497744581e-04	2.267768e+00	1.743748e+00	2.179686e-01
9.815085157668000e-04	2.268152e+00	1.744079e+00	2.180099e-01
9.815392817591419e-04	2.268536e+00	1.744405e+00	2.180506e-01
9.818459800398102e-04	2.272364e+00	1.747716e+00	2.184645e-01
9.819205525896063e-04	2.273295e+00	1.748577e+00	2.185721e-01
9.820057638363086e-04	2.274359e+00	1.749579e+00	2.186974e-01
9.820537869316998e-04	2.274959e+00	1.750152e+00	2.187690e-01
9.820958090386370e-04	2.275484e+00	1.750660e+00	2.188325e-01
9.821006328450948e-04	2.275544e+00	1.750718e+00	2.188398e-01
9.822252492186008e-04	2.277100e+00	1.752387e+00	2.190484e-01
9.823498655921067e-04	2.278656e+00	1.754036e+00	2.192545e-01
9.824744819656127e-04	2.280213e+00	1.755665e+00	2.194581e-01
9.825990983391185e-04	2.281769e+00	1.757274e+00	2.196593e-01
9.827237147126246e-04	2.283326e+00	1.758863e+00	2.198579e-01
9.828483310861304e-04	2.284883e+00	1.760433e+00	2.200541e-01
9.829729474596365e-04	2.286440e+00	1.761982e+00	2.202478e-01
9.830516428646304e-04	2.287423e+00	1.762848e+00	2.203560e-01
9.831303382696244e-04	2.288406e+00	1.763717e+00	2.204646e-01
9.832090336746183e-04	2.289390e+00	1.764588e+00	2.205735e-01
9.832877290796120e-04	2.290373e+00	1.765461e+00	2.206827e-01
9.833664244846059e-04	2.291357e+00	1.766337e+00	2.207922e-01
9.834451198895999e-04	2.292340e+00	1.767216e+00	2.209020e-01
9.835238152945938e-04	2.293324e+00	1.768097e+00	2.210121e-01
9.835765736033021e-04	2.293983e+00	1.768716e+00	2.210895e-01
9.836201140693808e-04	2.294528e+00	1.769233e+00	2.211541e-01
9.836547114805648e-04	2.294960e+00	1.769646e+00	2.212058e-01
9.836606302778140e-04	2.295034e+00	1.769717e+00	2.212146e-01
9.837661534811656e-04	2.296353e+00	1.771076e+00	2.213845e-01
9.838716766845171e-04	2.297672e+00	1.772446e+00	2.215557e-01
9.839771998878687e-04	2.298991e+00	1.773825e+00	2.217282e-01
9.840827230912204e-04	2.300311e+00	1.775215e+00	2.219019e-01
9.841882462945720e-04	2.301630e+00	1.776616e+00	2.220770e-01
9.842937694979235e-04	2.302950e+00	1.778027e+00	2.222534e-01
9.843992927012751e-04	2.304270e+00	1.779448e+00	2.224310e-01
9.844474078521291e-04	2.304871e+00	1.780033e+00	2.225041e-01
9.844656503613812e-04	2.305099e+00	1.780250e+00	2.225313e-01
9.844838928706335e-04	2.305328e+00	1.780466e+00	2.225582e-01
9.845021353798856e-04	2.305556e+00	1.780679e+00	2.225849e-01
9.845203778891377e-04	2.305784e+00	1.780890e+00	2.226113e-01
9.845386203983899e-04	2.306012e+00	1.781100e+00	2.226374e-01
9.845568629076422e-04	2.306240e+00	1.781307e+00	2.226633e-01
9.845751054168943e-04	2.306468e+00	1.781512e+00	2.226890e-01
9.846508031130113e-04	2.307415e+00	1.782324e+00	2.227906e-01
9.847265008091285e-04	2.308362e+00	1.783144e+00	2.228929e-01
9.848021985052456e-04	2.309309e+00	1.783969e+00	2.229962e-01
9.848778962013628e-04	2.310256e+00	1.784802e+00	2.231002e-01
9.849535938974798e-04	2.311203e+00	1.785641e+00	2.232052e-01
9.850292915935970e-04	2.312150e+00	1.786487e+00	2.233109e-01
9.851049892897141e-04	2.313097e+00	1.787340e+00	2.234175e-01
9.851713646921005e-04	2.313927e+00	1.788116e+00	2.235145e-01
9.852209471059299e-04	2.314548e+00	1.788708e+00	2.235885e-01
9.852732330523036e-04	2.315202e+00	1.789347e+00	2.236684e-01
9.853664002136555e-04	2.316368e+00	1.790584e+00	2.238230e-01
9.854595673750072e-04	2.317534e+00	1.791824e+00	2.239780e-01
9.855527345363590e-04	2.318700e+00	1.793068e+00	2.241335e-01
9.856459016977107e-04	2.319866e+00	1.794316e+00	2.242895e-01
9.857390688590626e-04	2.321032e+00	1.795567e+00	2.244459e-01
9.858322360204142e-04	2.322198e+00	1.796823e+00	2.246029e-01
9.859254031817661e-04	2.323364e+00	1.798082e+00	2.247602e-01
9.859415098388328e-04	2.323565e+00	1.798283e+00	2.247854e-01
9.859519494161116e-04	2.323696e+00	1.798412e+00	2.248015e-01
9.859593683560143e-04	2.323789e+00	1.798503e+00	2.248129e-01
9.859617106073115e-04	2.323818e+00	1.798532e+00	2.248165e-01
9.859627724290551e-04	2.323832e+00	1.798545e+00	2.248181e-01
9.859641881913800e-04	2.323849e+00	1.798562e+00	2.248202e-01
9.859676198210384e-04	2.323892e+00	1.798603e+00	2.248254e-01
9.859709728732033e-04	2.323934e+00	1.798643e+00	2.248304e-01
9.859758116860190e-04	2.323995e+00	1.798702e+00	2.248377e-01
9.859791045184571e-04	2.324036e+00	1.798743e+00	2.248429e-01
9.859829568310873e-04	2.324084e+00	1.798789e+00	2.248487e-01
9.859868091437176e-04	2.324132e+00	1.798836e+00	2.248545e-01
9.859906614563478e-04	2.324181e+00	1.798882e+00	2.248602e-01
9.859945137689779e-04	2.324229e+00	1.798928e+00	2.248660e-01
9.859983660816080e-04	2.324277e+00	1.798974e+00	2.248717e-01
9.860022183942384e-04	2.324325e+00	1.799020e+00	2.248774e-01
9.860060707068685e-04	2.324373e+00	1.799065e+00	2.248831e-01
9.860954547929424e-04	2.325493e+00	1.800061e+00	2.250076e-01
9.861848388790161e-04	2.326612e+00	1.801055e+00	2.251318e-01
9.862742229650901e-04	2.327731e+00	1.802047e+00	2.252559e-01
9.863636070511638e-04	2.328850e+00	1.803038e+00	2.253797e-01
9.864529911372377e-04	2.329969e+00	1.804027e+00	2.255033e-01
9.865423752233114e-04	2.331088e+00	1.805014e+00	2.256267e-01
9.866317593093853e-04	2.332207e+00	1.806000e+00	2.257500e-01
9.867568889644850e-04	2.333774e+00	1.807482e+00	2.259353e-01
9.868087487703246e-04	2.334424e+00	1.808112e+00	2.260140e-01
9.868550354034092e-04	2.335003e+00	1.808686e+00	2.260858e-01
9.869690248724698e-04	2.336431e+00	1.810215e+00	2.262769e-01
9.870830143415307e-04	2.337858e+00	1.811728e+00	2.264660e-01
9.871970038105914e-04	2.339286e+00	1.813226e+00	2.266532e-01
9.873109932796522e-04	2.340714e+00	1.814708e+00	2.268384e-01
9.874249827487129e-04	2.342142e+00	1.816174e+00	2.270217e-01
9.875389722177738e-04	2.343570e+00	1.817624e+00	2.272030e-01
9.876529616868344e-04	2.344998e+00	1.819058e+00	2.273823e-01
9.878608828721334e-04	2.347603e+00	1.821383e+00	2.276729e-01
9.879419753891898e-04	2.348619e+00	1.822265e+00	2.277831e-01
9.879729410995678e-04	2.349007e+00	1.822600e+00	2.278250e-01
9.881714153081875e-04	2.351494e+00	1.824818e+00	2.281022e-01
9.882987494573958e-04	2.353090e+00	1.826289e+00	2.282861e-01
9.883585948569210e-04	2.353840e+00	1.826995e+00	2.283744e-01
9.883649771221610e-04	2.353920e+00	1.827072e+00	2.283840e-01
9.884328111900722e-04	2.354770e+00	1.827915e+00	2.284894e-01
9.885006452579831e-04	2.355621e+00	1.828778e+00	2.285972e-01
9.885684793258943e-04	2.356471e+00	1.829660e+00	2.287075e-01
9.886363133938052e-04	2.357321e+00	1.830561e+00	2.288202e-01
9.887041474617164e-04	2.358171e+00	1.831483e+00	2.289353e-01
9.887719815296274e-04	2.359022e+00	1.832424e+00	2.290530e-01
9.888398155975385e-04	2.359872e+00	1.833384e+00	2.291730e-01
9.890717500801670e-04	2.362779e+00	1.836484e+00	2.295606e-01
9.890826066816375e-04	2.362916e+00	1.836622e+00	2.295777e-01
9.890835633765318e-04	2.362927e+00	1.836634e+00	2.295793e-01
9.890854767663204e-04	2.362952e+00	1.836659e+00	2.295824e-01
9.890872898502098e-04	2.362974e+00	1.836682e+00	2.295853e-01
9.891825828310275e-04	2.364169e+00	1.837787e+00	2.297233e-01
9.892778758118454e-04	2.365364e+00	1.838877e+00	2.298596e-01
9.893731687926630e-04	2.366559e+00	1.839953e+00	2.299941e-01
9.894684617734806e-04	2.367753e+00	1.841015e+00	2.301269e-01
9.895637547542983e-04	2.368948e+00	1.842063e+00	2.302579e-01
9.896590477351161e-04	2.370143e+00	1.843097e+00	2.303871e-01
9.897543407159338e-04	2.371338e+00	1.844117e+00	2.305146e-01
9.898794545840643e-04	2.372907e+00	1.845585e+00	2.306981e-01
9.899409253818555e-04	2.373678e+00	1.846330e+00	2.307913e-01
9.899912411010883e-04	2.374309e+00	1.846954e+00	2.308693e-01
9.900557100001556e-04	2.375118e+00	1.847784e+00	2.309729e-01
9.901201788992228e-04	2.375926e+00	1.848625e+00	2.310781e-01
9.901846477982901e-04	2.376735e+00	1.849478e+00	2.311848e-01
9.902491166973574e-04	2.377543e+00	1.850344e+00	2.312930e-01
9.903135855964247e-04	2.378352e+00	1.851221e+00	2.314027e-01
9.903780544954920e-04	2.379161e+00	1.852111e+00	2.315139e-01
9.904425233945593e-04	2.379969e+00	1.853013e+00	2.316266e-01
9.905133817258319e-04	2.380858e+00	1.853973e+00	2.317466e-01
9.905292051423410e-04	2.381057e+00	1.854183e+00	2.317728e-01
9.906403471176802e-04	2.382451e+00	1.855548e+00	2.319435e-01
9.907514890930196e-04	2.383845e+00	1.856883e+00	2.321103e-01
9.908626310683587e-04	2.385240e+00	1.858187e+00	2.322734e-01
9.909737730436979e-04	2.386634e+00	1.859461e+00	2.324326e-01
9.910849150190370e-04	2.388028e+00	1.860705e+00	2.325881e-01
9.911960569943764e-04	2.389423e+00	1.861918e+00	2.327398e-01
9.913071989697156e-04	2.390817e+00	1.863101e+00	2.328876e-01
9.914263367944555e-04	2.392312e+00	1.864497e+00	2.330621e-01
9.914843902481486e-04	2.393041e+00	1.865196e+00	2.331495e-01
9.915331910598389e-04	2.393653e+00	1.865795e+00	2.332244e-01
9.916419584941019e-04	2.395018e+00	1.867266e+00	2.334083e-01
9.917507259283650e-04	2.396383e+00	1.868726e+00	2.335907e-01
9.918594933626280e-04	2.397748e+00	1.870174e+00	2.337718e-01
9.919682607968908e-04	2.399113e+00	1.871611e+00	2.339514e-01
9.920770282311538e-04	2.400478e+00	1.873036e+00	2.341296e-01
9.921857956654168e-04	2.401843e+00	1.874450e+00	2.343063e-01
9.922945630996799e-04	2.403208e+00	1.875853e+00	2.344816e-01
9.923891135483940e-04	2.404395e+00	1.876897e+00	2.346122e-01
9.924836639971083e-04	2.405582e+00	1.877946e+00	2.347432e-01
9.925782144458225e-04	2.406769e+00	1.878998e+00	2.348748e-01
9.926727648945368e-04	2.407956e+00	1.880055e+00	2.350069e-01
9.927673153432509e-04	2.409143e+00	1.881115e+00	2.351394e-01
9.928618657919653e-04	2.410330e+00	1.882180e+00	2.352725e-01
9.929564162406794e-04	2.411517e+00	1.883249e+00	2.354061e-01
9.930022827287798e-04	2.412092e+00	1.883798e+00	2.354747e-01
9.930394583749628e-04	2.412559e+00	1.884246e+00	2.355307e-01
9.930786181331426e-04	2.413051e+00	1.884725e+00	2.355907e-01
9.931659873061134e-04	2.414148e+00	1.885860e+00	2.357325e-01
9.932533564790840e-04	2.415245e+00	1.887007e+00	2.358758e-01
9.933407256520548e-04	2.416342e+00	1.888165e+00	2.360207e-01
9.934280948250254e-04	2.417439e+00	1.889336e+00	2.361670e-01
9.935154639979962e-04	2.418536e+00	1.890519e+00	2.363149e-01
9.936028331709668e-04	2.419632e+00	1.891714e+00	2.364643e-01
9.936902023439376e-04	2.420729e+00	1.892921e+00	2.366152e-01
9.936940722142296e-04	2.420778e+00	1.892971e+00	2.366214e-01
9.937109031205745e-04	2.420989e+00	1.893188e+00	2.366485e-01
9.937277340269193e-04	2.421201e+00	1.893403e+00	2.366753e-01
9.937445649332642e-04	2.421412e+00	1.893616e+00	2.367020e-01
9.937613958396090e-04	2.421624e+00	1.893828e+00	2.367285e-01
9.937782267459539e-04	2.421835e+00	1.894038e+00	2.367548e-01
9.937950576522987e-04	2.422046e+00	1.894247e+00	2.367809e-01
9.938118885586436e-04	2.422257e+00	1.894454e+00	2.368068e-01
9.938738906585844e-04	2.423036e+00	1.895180e+00	2.368975e-01
9.939358927585254e-04	2.423815e+00	1.895894e+00	2.369867e-01
9.939978948584661e-04	2.424593e+00	1.896595e+00	2.370744e-01
9.940598969584069e-04	2.425372e+00	1.897285e+00	2.371606e-01
9.941218990583477e-04	2.426150e+00	1.897963e+00	2.372454e-01
9.941839011582887e-04	2.426929e+00	1.898629e+00	2.373286e-01
9.942459032582294e-04	2.427708e+00	1.899283e+00	2.374103e-01
9.945040944810148e-04	2.430950e+00	1.902207e+00	2.377759e-01
9.945531619229373e-04	2.431566e+00	1.902789e+00	2.378487e-01
9.945936996514461e-04	2.432076e+00	1.903278e+00	2.379097e-01
9.946383022604382e-04	2.432636e+00	1.903826e+00	2.379783e-01
9.947355110395994e-04	2.433857e+00	1.905122e+00	2.381402e-01
9.948327198187608e-04	2.435077e+00	1.906420e+00	2.383025e-01
9.949299285979219e-04	2.436298e+00	1.907721e+00	2.384651e-01
9.950271373770833e-04	2.437519e+00	1.909023e+00	2.386279e-01
9.951243461562445e-04	2.438740e+00	1.910328e+00	2.387911e-01
9.952215549354059e-04	2.439961e+00	1.911636e+00	2.389545e-01
9.953187637145671e-04	2.441182e+00	1.912946e+00	2.391182e-01
9.953560420671197e-04	2.441651e+00	1.913407e+00	2.391759e-01
9.953613827481905e-04	2.441718e+00	1.913472e+00	2.391840e-01
9.953667234292611e-04	2.441785e+00	1.913537e+00	2.391921e-01
9.953720641103319e-04	2.441852e+00	1.913602e+00	2.392002e-01
9.953774047914026e-04	2.441919e+00	1.913666e+00	2.392083e-01
9.953827454724734e-04	2.441986e+00	1.913730e+00	2.392163e-01
9.953880861535440e-04	2.442053e+00	1.913794e+00	2.392243e-01
9.953934268346148e-04	2.442120e+00	1.913858e+00	2.392323e-01
9.954031281260991e-04	2.442242e+00	1.913974e+00	2.392468e-01
9.954126860162432e-04	2.442362e+00	1.914087e+00	2.392608e-01
9.954952436016750e-04	2.443399e+00	1.915035e+00	2.393793e-01
9.955029151533781e-04	2.443496e+00	1.915120e+00	2.393900e-01
9.955123128042144e-04	2.443614e+00	1.915226e+00	2.394032e-01
9.955126963817995e-04	2.443618e+00	1.915230e+00	2.394037e-01
9.955134635369698e-04	2.443628e+00	1.915238e+00	2.394048e-01
9.955149978473105e-04	2.443647e+00	1.915255e+00	2.394069e-01
9.955364781920795e-04	2.443917e+00	1.915490e+00	2.394363e-01
9.956035895809976e-04	2.444760e+00	1.916206e+00	2.395257e-01
9.956707009699155e-04	2.445603e+00	1.916930e+00	2.396162e-01
9.957378123588336e-04	2.446446e+00	1.917662e+00	2.397077e-01
9.958049237477518e-04	2.447289e+00	1.918402e+00	2.398002e-01
9.958720351366699e-04	2.448132e+00	1.919150e+00	2.398937e-01
9.959391465255878e-04	2.448975e+00	1.919905e+00	2.399882e-01
9.960062579145060e-04	2.449818e+00	1.920669e+00	2.400836e-01
9.960719901338556e-04	2.450644e+00	1.921442e+00	2.401803e-01
9.961212273631977e-04	2.451263e+00	1.922035e+00	2.402544e-01
9.961731442970829e-04	2.451915e+00	1.922676e+00	2.403345e-01
9.962782392496376e-04	2.453235e+00	1.924141e+00	2.405177e-01
9.963833342021924e-04	2.454556e+00	1.925589e+00	2.406986e-01
9.964884291547471e-04	2.455876e+00	1.927018e+00	2.408773e-01
9.965935241073019e-04	2.457196e+00	1.928429e+00	2.410537e-01
9.966986190598566e-04	2.458517e+00	1.929822e+00	2.412278e-01
9.968037140124114e-04	2.459837e+00	1.931197e+00	2.413996e-01
9.969088089649661e-04	2.461157e+00	1.932553e+00	2.415692e-01
9.969296877193525e-04	2.461420e+00	1.932800e+00	2.416000e-01
9.969391258189675e-04	2.461538e+00	1.932911e+00	2.416139e-01
9.969468327151712e-04	2.461635e+00	1.933002e+00	2.416252e-01
9.969591152040747e-04	2.461789e+00	1.933144e+00	2.416430e-01
9.969784095769957e-04	2.462032e+00	1.933368e+00	2.416710e-01
9.970498501067704e-04	2.462929e+00	1.934142e+00	2.417678e-01
9.971212906365451e-04	2.463827e+00	1.934920e+00	2.418650e-01
9.971927311663198e-04	2.464725e+00	1.935702e+00	2.419627e-01
9.972641716960945e-04	2.465622e+00	1.936487e+00	2.420609e-01
9.973356122258692e-04	2.466520e+00	1.937276e+00	2.421595e-01
9.974070527556439e-04	2.467418e+00	1.938068e+00	2.422585e-01
9.974784932854186e-04	2.468315e+00	1.938864e+00	2.423580e-01
9.975813272621746e-04	2.469607e+00	1.940075e+00	2.425093e-01
9.976373574175224e-04	2.470311e+00	1.940752e+00	2.425940e-01
9.976836527894320e-04	2.470893e+00	1.941322e+00	2.426652e-01
9.977255109217828e-04	2.471419e+00	1.941843e+00	2.427304e-01
9.978412812171914e-04	2.472874e+00	1.943435e+00	2.429293e-01
9.979570515125998e-04	2.474328e+00	1.945003e+00	2.431254e-01
9.980728218080084e-04	2.475783e+00	1.946549e+00	2.433186e-01
9.981885921034168e-04	2.477238e+00	1.948072e+00	2.435090e-01
9.983043623988253e-04	2.478692e+00	1.949572e+00	2.436964e-01
9.984201326942337e-04	2.480147e+00	1.951048e+00	2.438810e-01
9.985359029896423e-04	2.481602e+00	1.952502e+00	2.440628e-01
9.987752480968063e-04	2.484609e+00	1.955172e+00	2.443965e-01
9.990860944697553e-04	2.488516e+00	1.958672e+00	2.448340e-01
9.992116499284937e-04	2.490093e+00	1.960151e+00	2.450189e-01
9.992692874960414e-04	2.490818e+00	1.960848e+00	2.451060e-01
9.993193162731663e-04	2.491446e+00	1.961466e+00	2.451833e-01
9.994328575356128e-04	2.492873e+00	1.963005e+00	2.453756e-01
9.995463987980595e-04	2.494300e+00	1.964529e+00	2.455661e-01
9.996599400605060e-04	2.495727e+00	1.966037e+00	2.457547e-01
9.997734813229524e-04	2.497154e+00	1.967532e+00	2.459414e-01
9.998870225853989e-04	2.498580e+00	1.969011e+00	2.461264e-01
1.000000563847846e-03	2.500007e+00	1.970475e+00	2.463094e-01
1.000114105110292e-03	2.501434e+00	1.971925e+00	2.464906e-01
1.000122626682890e-03	2.501541e+00	1.972025e+00	2.465031e-01
1.000168071840665e-03	2.502112e+00	1.972539e+00	2.465674e-01
1.000213516998440e-03	2.502683e+00	1.973049e+00	2.466311e-01
1.000258962156215e-03	2.503254e+00	1.973554e+00	2.466942e-01
1.000304407313990e-03	2.503825e+00	1.974055e+00	2.467569e-01
1.000349852471765e-03	2.504396e+00	1.974551e+00	2.468189e-01
1.000395297629540e-03	2.504967e+00	1.975043e+00	2.468804e-01
1.000440742787316e-03	2.505538e+00	1.975531e+00	2.469414e-01
1.000689067886270e-03	2.508659e+00	1.978319e+00	2.472899e-01
1.000764533047769e-03	2.509607e+00	1.979202e+00	2.474003e-01
1.000815231135371e-03	2.510244e+00	1.979809e+00	2.474761e-01
1.000863695402439e-03	2.510854e+00	1.980402e+00	2.475502e-01
1.000979661804901e-03	2.512311e+00	1.982014e+00	2.477518e-01
1.001095628207362e-03	2.513768e+00	1.983601e+00	2.479502e-01
1.001211594609823e-03	2.515225e+00	1.985163e+00	2.481454e-01
1.001327561012284e-03	2.516682e+00	1.986699e+00	2.483374e-01
1.001443527414745e-03	2.518140e+00	1.988210e+00	2.485263e-01
1.001559493817206e-03	2.519597e+00	1.989696e+00	2.487120e-01
1.001675460219668e-03	2.521054e+00	1.991156e+00	2.488946e-01
1.001749497058380e-03	2.521984e+00	1.991956e+00	2.489945e-01
1.001823533897092e-03	2.522915e+00	1.992760e+00	2.490950e-01
1.001897570735804e-03	2.523845e+00	1.993569e+00	2.491961e-01
1.001971607574516e-03	2.524775e+00	1.994382e+00	2.492977e-01
1.002045644413228e-03	2.525706e+00	1.995199e+00	2.493999e-01
1.002119681251940e-03	2.526636e+00	1.996021e+00	2.495027e-01
1.002193718090652e-03	2.527566e+00	1.996848e+00	2.496060e-01
1.002314418862975e-03	2.529083e+00	1.998274e+00	2.497843e-01
1.002369499222448e-03	2.529775e+00	1.998945e+00	2.498681e-01
1.002425526748144e-03	2.530479e+00	1.999645e+00	2.499557e-01
1.002512781268466e-03	2.531575e+00	2.000828e+00	2.501035e-01
1.002600035788788e-03	2.532672e+00	2.002011e+00	2.502514e-01
1.002687290309110e-03	2.533768e+00	2.003194e+00	2.503993e-01
1.002774544829432e-03	2.534864e+00	2.004377e+00	2.505472e-01
1.002861799349754e-03	2.535961e+00	2.005561e+00	2.506951e-01
1.002949053870076e-03	2.537057e+00	2.006744e+00	2.508430e-01
1.003036308390398e-03	2.538153e+00	2.007928e+00	2.509910e-01
1.003048557126489e-03	2.538307e+00	2.008086e+00	2.510107e-01
1.003060805862581e-03	2.538461e+00	2.008242e+00	2.510302e-01
1.003073054598673e-03	2.538615e+00	2.008397e+00	2.510496e-01
