time	V(input_signal)	V(v_out)	I(Speaker)
1.238439975354643e-03	4.494726e+00	4.026510e+00	5.033137e-01
1.238470699207825e-03	4.494754e+00	4.026650e+00	5.033312e-01
1.238501423061007e-03	4.494783e+00	4.026793e+00	5.033491e-01
1.238532146914190e-03	4.494811e+00	4.026940e+00	5.033675e-01
1.238538110951780e-03	4.494816e+00	4.026968e+00	5.033710e-01
1.238552027039490e-03	4.494828e+00	4.027033e+00	5.033792e-01
1.238576380192983e-03	4.494850e+00	4.027157e+00	5.033947e-01
1.238579362211778e-03	4.494853e+00	4.027174e+00	5.033968e-01
1.238583462487621e-03	4.494857e+00	4.027197e+00	5.033996e-01
1.238583710989187e-03	4.494857e+00	4.027199e+00	5.033998e-01
1.238584207992320e-03	4.494857e+00	4.027202e+00	5.034002e-01
1.238587190011115e-03	4.494860e+00	4.027218e+00	5.034023e-01
1.238591166036175e-03	4.494864e+00	4.027240e+00	5.034050e-01
1.238591538788524e-03	4.494864e+00	4.027242e+00	5.034052e-01
1.238592035791656e-03	4.494864e+00	4.027245e+00	5.034056e-01
1.238593029797922e-03	4.494865e+00	4.027249e+00	5.034062e-01
1.238595017810452e-03	4.494867e+00	4.027259e+00	5.034074e-01
1.238595514813584e-03	4.494867e+00	4.027261e+00	5.034077e-01
1.238596508819849e-03	4.494868e+00	4.027267e+00	5.034083e-01
1.238598496832379e-03	4.494870e+00	4.027278e+00	5.034098e-01
1.238599987841777e-03	4.494872e+00	4.027287e+00	5.034108e-01
1.238603466863704e-03	4.494874e+00	4.027306e+00	5.034132e-01
1.238605454876234e-03	4.494876e+00	4.027318e+00	5.034147e-01
1.238606945885632e-03	4.494878e+00	4.027326e+00	5.034157e-01
1.238608933898162e-03	4.494880e+00	4.027337e+00	5.034171e-01
1.238612909923222e-03	4.494883e+00	4.027360e+00	5.034200e-01
1.238615891942017e-03	4.494886e+00	4.027376e+00	5.034220e-01
1.238627820017197e-03	4.494896e+00	4.027440e+00	5.034300e-01
1.238628565521896e-03	4.494897e+00	4.027444e+00	5.034305e-01
1.238629559528161e-03	4.494898e+00	4.027451e+00	5.034313e-01
1.238695129364844e-03	4.494957e+00	4.027833e+00	5.034791e-01
1.238699633877132e-03	4.494961e+00	4.027859e+00	5.034824e-01
1.238700760005204e-03	4.494962e+00	4.027866e+00	5.034832e-01
1.238701604601258e-03	4.494963e+00	4.027871e+00	5.034838e-01
1.238714150594851e-03	4.494974e+00	4.027946e+00	5.034932e-01
1.238726696588444e-03	4.494985e+00	4.028021e+00	5.035026e-01
1.238739242582037e-03	4.494996e+00	4.028096e+00	5.035121e-01
1.238751788575630e-03	4.495007e+00	4.028172e+00	5.035215e-01
1.238764334569223e-03	4.495018e+00	4.028249e+00	5.035311e-01
1.238776880562816e-03	4.495029e+00	4.028325e+00	5.035406e-01
1.238789426556409e-03	4.495040e+00	4.028402e+00	5.035502e-01
1.238795807262455e-03	4.495046e+00	4.028438e+00	5.035547e-01
1.238811759027568e-03	4.495060e+00	4.028526e+00	5.035658e-01
1.238842067381284e-03	4.495087e+00	4.028708e+00	5.035886e-01
1.238845257734307e-03	4.495090e+00	4.028727e+00	5.035908e-01
1.238889922676625e-03	4.495129e+00	4.028976e+00	5.036221e-01
1.239103533895663e-03	4.495315e+00	4.029835e+00	5.037294e-01
1.239172575431375e-03	4.495374e+00	4.029859e+00	5.037323e-01
1.239250515642161e-03	4.495440e+00	4.029766e+00	5.037208e-01
1.239255723237967e-03	4.495444e+00	4.029752e+00	5.037190e-01
1.239266463904315e-03	4.495453e+00	4.029718e+00	5.037147e-01
1.239268416752742e-03	4.495455e+00	4.029713e+00	5.037141e-01
1.239274926247498e-03	4.495461e+00	4.029691e+00	5.037114e-01
1.239281435742255e-03	4.495466e+00	4.029669e+00	5.037086e-01
1.239287945237011e-03	4.495472e+00	4.029646e+00	5.037058e-01
1.239294454731768e-03	4.495477e+00	4.029623e+00	5.037029e-01
1.239300964226524e-03	4.495483e+00	4.029600e+00	5.037000e-01
1.239307473721281e-03	4.495488e+00	4.029576e+00	5.036970e-01
1.239313983216037e-03	4.495493e+00	4.029552e+00	5.036939e-01
1.239316587013939e-03	4.495496e+00	4.029543e+00	5.036929e-01
1.239318539862367e-03	4.495497e+00	4.029535e+00	5.036919e-01
1.239321794609745e-03	4.495500e+00	4.029522e+00	5.036903e-01
1.239325700306599e-03	4.495503e+00	4.029505e+00	5.036881e-01
1.239376699379859e-03	4.495546e+00	4.029235e+00	5.036544e-01
1.239427698453118e-03	4.495589e+00	4.028975e+00	5.036219e-01
1.239478697526378e-03	4.495632e+00	4.028724e+00	5.035905e-01
1.239529696599638e-03	4.495674e+00	4.028483e+00	5.035604e-01
1.239580695672899e-03	4.495716e+00	4.028252e+00	5.035315e-01
1.239631694746158e-03	4.495758e+00	4.028030e+00	5.035038e-01
1.239682693819418e-03	4.495799e+00	4.027818e+00	5.034772e-01
1.239695592531119e-03	4.495810e+00	4.027781e+00	5.034726e-01
1.239702963223520e-03	4.495816e+00	4.027762e+00	5.034703e-01
1.239753915606781e-03	4.495857e+00	4.027699e+00	5.034624e-01
1.239804867990043e-03	4.495898e+00	4.027686e+00	5.034607e-01
1.239855820373305e-03	4.495939e+00	4.027723e+00	5.034654e-01
1.239906772756566e-03	4.495980e+00	4.027811e+00	5.034763e-01
1.239957725139828e-03	4.496020e+00	4.027949e+00	5.034936e-01
1.240008677523090e-03	4.496060e+00	4.028137e+00	5.035171e-01
1.240059629906351e-03	4.496100e+00	4.028376e+00	5.035470e-01
1.240128457458922e-03	4.496154e+00	4.028676e+00	5.035844e-01
1.240130970924986e-03	4.496156e+00	4.028684e+00	5.035855e-01
1.240132856024535e-03	4.496158e+00	4.028691e+00	5.035864e-01
1.240150450286990e-03	4.496171e+00	4.028769e+00	5.035962e-01
1.240204059747460e-03	4.496213e+00	4.029043e+00	5.036303e-01
1.240257669207930e-03	4.496254e+00	4.029317e+00	5.036646e-01
1.240311278668400e-03	4.496295e+00	4.029592e+00	5.036989e-01
1.240364888128869e-03	4.496336e+00	4.029867e+00	5.037334e-01
1.240418497589339e-03	4.496377e+00	4.030144e+00	5.037680e-01
1.240472107049809e-03	4.496417e+00	4.030422e+00	5.038027e-01
1.240525716510279e-03	4.496458e+00	4.030701e+00	5.038376e-01
1.240535226907215e-03	4.496464e+00	4.030743e+00	5.038428e-01
1.240544737304151e-03	4.496471e+00	4.030787e+00	5.038484e-01
1.240585496148161e-03	4.496502e+00	4.030941e+00	5.038677e-01
1.240592289288830e-03	4.496507e+00	4.030969e+00	5.038711e-01
1.240600441057632e-03	4.496513e+00	4.031008e+00	5.038760e-01
1.240604516942033e-03	4.496516e+00	4.031025e+00	5.038781e-01
1.240642558529776e-03	4.496544e+00	4.031139e+00	5.038924e-01
1.240693928313642e-03	4.496582e+00	4.031269e+00	5.039086e-01
1.240709715680819e-03	4.496593e+00	4.031288e+00	5.039110e-01
1.240716622653959e-03	4.496599e+00	4.031298e+00	5.039122e-01
1.240728463179341e-03	4.496607e+00	4.031306e+00	5.039133e-01
1.240775825280871e-03	4.496642e+00	4.031291e+00	5.039113e-01
1.240948936413253e-03	4.496767e+00	4.030798e+00	5.038498e-01
1.241022901591337e-03	4.496819e+00	4.030480e+00	5.038100e-01
1.241040857645407e-03	4.496832e+00	4.030385e+00	5.037982e-01
1.241070492528090e-03	4.496853e+00	4.030234e+00	5.037793e-01
1.241104653391620e-03	4.496877e+00	4.030060e+00	5.037575e-01
1.241159481653731e-03	4.496915e+00	4.029780e+00	5.037225e-01
1.241214309915843e-03	4.496954e+00	4.029557e+00	5.036946e-01
1.241269138177954e-03	4.496991e+00	4.029391e+00	5.036739e-01
1.241323966440065e-03	4.497029e+00	4.029283e+00	5.036603e-01
1.241378794702176e-03	4.497066e+00	4.029231e+00	5.036539e-01
1.241433622964288e-03	4.497104e+00	4.029237e+00	5.036547e-01
1.241488451226399e-03	4.497140e+00	4.029301e+00	5.036626e-01
1.241587199828075e-03	4.497207e+00	4.029576e+00	5.036970e-01
1.241661410805094e-03	4.497256e+00	4.029862e+00	5.037328e-01
1.241735621782114e-03	4.497304e+00	4.030161e+00	5.037701e-01
1.241809832759134e-03	4.497353e+00	4.030471e+00	5.038088e-01
1.241884043736154e-03	4.497400e+00	4.030792e+00	5.038491e-01
1.241958254713173e-03	4.497448e+00	4.031126e+00	5.038908e-01
1.242032465690193e-03	4.497494e+00	4.031471e+00	5.039339e-01
1.242106676667213e-03	4.497541e+00	4.031828e+00	5.039786e-01
1.242258309526316e-03	4.497634e+00	4.032331e+00	5.040414e-01
1.242445043137188e-03	4.497747e+00	4.032356e+00	5.040445e-01
1.242476059062779e-03	4.497765e+00	4.032266e+00	5.040333e-01
1.242507074988370e-03	4.497784e+00	4.032166e+00	5.040207e-01
1.242538090913960e-03	4.497802e+00	4.032055e+00	5.040069e-01
1.242569106839551e-03	4.497820e+00	4.031934e+00	5.039917e-01
1.242600122765142e-03	4.497839e+00	4.031802e+00	5.039753e-01
1.242631138690733e-03	4.497857e+00	4.031661e+00	5.039576e-01
1.242662154616323e-03	4.497875e+00	4.031508e+00	5.039386e-01
1.242696407556807e-03	4.497894e+00	4.031346e+00	5.039183e-01
1.242697674456039e-03	4.497895e+00	4.031340e+00	5.039175e-01
1.242705275851429e-03	4.497900e+00	4.031305e+00	5.039131e-01
1.242715411045283e-03	4.497905e+00	4.031258e+00	5.039073e-01
1.242726460656172e-03	4.497912e+00	4.031206e+00	5.039008e-01
1.242737510267061e-03	4.497918e+00	4.031155e+00	5.038944e-01
1.242748559877950e-03	4.497924e+00	4.031106e+00	5.038882e-01
1.242759609488839e-03	4.497931e+00	4.031057e+00	5.038821e-01
1.242770659099728e-03	4.497937e+00	4.031009e+00	5.038762e-01
1.242781708710617e-03	4.497943e+00	4.030963e+00	5.038704e-01
1.242792758321505e-03	4.497950e+00	4.030918e+00	5.038647e-01
1.242815436419468e-03	4.497962e+00	4.030831e+00	5.038539e-01
1.242877669468219e-03	4.497998e+00	4.030646e+00	5.038307e-01
1.242939902516970e-03	4.498032e+00	4.030530e+00	5.038163e-01
1.243002135565721e-03	4.498067e+00	4.030484e+00	5.038105e-01
1.243064368614472e-03	4.498101e+00	4.030507e+00	5.038133e-01
1.243126601663223e-03	4.498135e+00	4.030599e+00	5.038249e-01
1.243188834711975e-03	4.498169e+00	4.030760e+00	5.038450e-01
1.243251067760726e-03	4.498202e+00	4.030991e+00	5.038739e-01
1.243256176257452e-03	4.498205e+00	4.031011e+00	5.038763e-01
1.243261284754178e-03	4.498208e+00	4.031030e+00	5.038787e-01
1.243266393250903e-03	4.498211e+00	4.031048e+00	5.038810e-01
1.243271501747629e-03	4.498213e+00	4.031066e+00	5.038832e-01
1.243276610244355e-03	4.498216e+00	4.031083e+00	5.038853e-01
1.243281718741081e-03	4.498218e+00	4.031099e+00	5.038874e-01
1.243286827237807e-03	4.498221e+00	4.031115e+00	5.038893e-01
1.243287639953195e-03	4.498221e+00	4.031117e+00	5.038896e-01
1.243290890814748e-03	4.498223e+00	4.031128e+00	5.038910e-01
1.243292516245524e-03	4.498224e+00	4.031134e+00	5.038918e-01
1.243294141676301e-03	4.498225e+00	4.031141e+00	5.038926e-01
1.243295767107077e-03	4.498226e+00	4.031146e+00	5.038933e-01
1.243297392537854e-03	4.498227e+00	4.031152e+00	5.038940e-01
1.243299017968630e-03	4.498228e+00	4.031158e+00	5.038947e-01
1.243300643399406e-03	4.498229e+00	4.031163e+00	5.038954e-01
1.243302268830183e-03	4.498230e+00	4.031168e+00	5.038960e-01
1.243315272276394e-03	4.498236e+00	4.031214e+00	5.039017e-01
1.243321773999500e-03	4.498240e+00	4.031235e+00	5.039043e-01
1.243347780891922e-03	4.498253e+00	4.031329e+00	5.039161e-01
1.243516237492630e-03	4.498341e+00	4.032032e+00	5.040040e-01
1.243528099421314e-03	4.498347e+00	4.032085e+00	5.040106e-01
1.243530256135621e-03	4.498348e+00	4.032096e+00	5.040120e-01
1.243550385469146e-03	4.498358e+00	4.032185e+00	5.040231e-01
1.243572825642543e-03	4.498369e+00	4.032286e+00	5.040357e-01
1.243573787364260e-03	4.498370e+00	4.032290e+00	5.040363e-01
1.243577634251129e-03	4.498372e+00	4.032308e+00	5.040385e-01
1.243613538528565e-03	4.498390e+00	4.032475e+00	5.040593e-01
1.243628926076037e-03	4.498398e+00	4.032541e+00	5.040676e-01
1.243767029199692e-03	4.498466e+00	4.033067e+00	5.041334e-01
1.243953801282678e-03	4.498557e+00	4.033389e+00	5.041736e-01
1.244150425308981e-03	4.498649e+00	4.032995e+00	5.041244e-01
1.244280978230244e-03	4.498709e+00	4.032445e+00	5.040556e-01
1.244290058038114e-03	4.498713e+00	4.032404e+00	5.040506e-01
1.244300434961394e-03	4.498718e+00	4.032357e+00	5.040447e-01
1.244300737867297e-03	4.498718e+00	4.032355e+00	5.040444e-01
1.244301343679104e-03	4.498718e+00	4.032352e+00	5.040440e-01
1.244302555302716e-03	4.498719e+00	4.032346e+00	5.040433e-01
1.244309825044393e-03	4.498722e+00	4.032314e+00	5.040393e-01
1.244364537080511e-03	4.498746e+00	4.032072e+00	5.040090e-01
1.244401661254563e-03	4.498763e+00	4.031923e+00	5.039904e-01
1.244426410703930e-03	4.498774e+00	4.031835e+00	5.039794e-01
1.244511265958905e-03	4.498811e+00	4.031605e+00	5.039506e-01
1.244559015325659e-03	4.498831e+00	4.031544e+00	5.039430e-01
1.244606764692414e-03	4.498852e+00	4.031521e+00	5.039401e-01
1.244654514059168e-03	4.498872e+00	4.031534e+00	5.039418e-01
1.244702263425922e-03	4.498892e+00	4.031584e+00	5.039481e-01
1.244750012792676e-03	4.498912e+00	4.031672e+00	5.039590e-01
1.244797762159431e-03	4.498932e+00	4.031796e+00	5.039745e-01
1.244845511526185e-03	4.498951e+00	4.031957e+00	5.039946e-01
1.244889646159089e-03	4.498969e+00	4.032097e+00	5.040121e-01
1.244934967577539e-03	4.498987e+00	4.032245e+00	5.040306e-01
1.244980288995990e-03	4.499005e+00	4.032401e+00	5.040501e-01
1.245025610414441e-03	4.499023e+00	4.032564e+00	5.040705e-01
1.245070931832891e-03	4.499041e+00	4.032735e+00	5.040919e-01
1.245116253251342e-03	4.499058e+00	4.032913e+00	5.041142e-01
1.245161574669792e-03	4.499076e+00	4.033099e+00	5.041374e-01
1.245206896088243e-03	4.499093e+00	4.033293e+00	5.041616e-01
1.245209396991537e-03	4.499094e+00	4.033302e+00	5.041628e-01
1.245216399520760e-03	4.499097e+00	4.033331e+00	5.041664e-01
1.245224402411300e-03	4.499100e+00	4.033364e+00	5.041705e-01
1.245240408192381e-03	4.499106e+00	4.033433e+00	5.041792e-01
1.245241908734358e-03	4.499106e+00	4.033439e+00	5.041798e-01
1.245243909456993e-03	4.499107e+00	4.033446e+00	5.041807e-01
1.245247910902263e-03	4.499108e+00	4.033460e+00	5.041825e-01
1.245250911986216e-03	4.499110e+00	4.033470e+00	5.041837e-01
1.245262916322027e-03	4.499114e+00	4.033518e+00	5.041897e-01
1.245310933665270e-03	4.499132e+00	4.033700e+00	5.042124e-01
1.245340937096359e-03	4.499143e+00	4.033804e+00	5.042256e-01
1.245343191367382e-03	4.499144e+00	4.033811e+00	5.042263e-01
1.245352208451474e-03	4.499147e+00	4.033837e+00	5.042297e-01
1.245364231230264e-03	4.499152e+00	4.033877e+00	5.042347e-01
1.245388276787842e-03	4.499160e+00	4.033956e+00	5.042445e-01
1.245395791024586e-03	4.499163e+00	4.033976e+00	5.042470e-01
1.245398796719283e-03	4.499164e+00	4.033982e+00	5.042478e-01
1.245404808108678e-03	4.499166e+00	4.033998e+00	5.042498e-01
1.245753550925253e-03	4.499288e+00	4.033805e+00	5.042256e-01
1.245759594768647e-03	4.499290e+00	4.033783e+00	5.042229e-01
1.245823594694082e-03	4.499311e+00	4.033489e+00	5.041861e-01
1.245887594619518e-03	4.499333e+00	4.033226e+00	5.041532e-01
1.245951594544953e-03	4.499353e+00	4.032995e+00	5.041244e-01
1.246015594470388e-03	4.499374e+00	4.032796e+00	5.040995e-01
1.246079594395823e-03	4.499393e+00	4.032628e+00	5.040785e-01
1.246143594321258e-03	4.499413e+00	4.032493e+00	5.040616e-01
1.246207594246693e-03	4.499432e+00	4.032389e+00	5.040486e-01
1.246389055787531e-03	4.499485e+00	4.032632e+00	5.040790e-01
1.246440918505860e-03	4.499500e+00	4.032770e+00	5.040963e-01
1.246492781224188e-03	4.499514e+00	4.032917e+00	5.041146e-01
1.246544643942517e-03	4.499529e+00	4.033073e+00	5.041341e-01
1.246596506660845e-03	4.499543e+00	4.033237e+00	5.041547e-01
1.246648369379173e-03	4.499556e+00	4.033410e+00	5.041763e-01
1.246700232097502e-03	4.499570e+00	4.033592e+00	5.041990e-01
1.246752094815830e-03	4.499584e+00	4.033783e+00	5.042229e-01
1.246770173203320e-03	4.499588e+00	4.033845e+00	5.042306e-01
1.246775822699411e-03	4.499589e+00	4.033866e+00	5.042333e-01
1.246791641288464e-03	4.499594e+00	4.033928e+00	5.042410e-01
1.246798420683773e-03	4.499595e+00	4.033956e+00	5.042444e-01
1.246830057861880e-03	4.499603e+00	4.034067e+00	5.042584e-01
1.246880715994960e-03	4.499616e+00	4.034267e+00	5.042834e-01
1.246931374128040e-03	4.499628e+00	4.034434e+00	5.043043e-01
1.246982032261119e-03	4.499641e+00	4.034569e+00	5.043211e-01
1.247032690394199e-03	4.499653e+00	4.034671e+00	5.043339e-01
1.247083348527279e-03	4.499664e+00	4.034740e+00	5.043425e-01
1.247134006660359e-03	4.499676e+00	4.034777e+00	5.043471e-01
1.247184664793438e-03	4.499687e+00	4.034781e+00	5.043476e-01
1.247328381566578e-03	4.499718e+00	4.034544e+00	5.043179e-01
1.247345845501408e-03	4.499722e+00	4.034484e+00	5.043105e-01
1.247354577468823e-03	4.499724e+00	4.034455e+00	5.043069e-01
1.247358070255789e-03	4.499724e+00	4.034446e+00	5.043057e-01
1.247366802223204e-03	4.499726e+00	4.034418e+00	5.043022e-01
1.247371168206911e-03	4.499727e+00	4.034405e+00	5.043006e-01
1.247373351198765e-03	4.499728e+00	4.034397e+00	5.042996e-01
1.247375970788989e-03	4.499728e+00	4.034386e+00	5.042983e-01
1.247379463575955e-03	4.499729e+00	4.034374e+00	5.042967e-01
1.247400420297751e-03	4.499733e+00	4.034297e+00	5.042872e-01
1.247532239424117e-03	4.499760e+00	4.033788e+00	5.042235e-01
1.247578332732098e-03	4.499768e+00	4.033615e+00	5.042019e-01
1.247602109956700e-03	4.499773e+00	4.033532e+00	5.041915e-01
1.247640507210906e-03	4.499780e+00	4.033407e+00	5.041759e-01
1.247680672939331e-03	4.499788e+00	4.033298e+00	5.041623e-01
1.247758507637283e-03	4.499802e+00	4.033211e+00	5.041514e-01
1.247836342335235e-03	4.499815e+00	4.033183e+00	5.041479e-01
1.247914177033187e-03	4.499828e+00	4.033215e+00	5.041519e-01
1.247992011731139e-03	4.499841e+00	4.033307e+00	5.041634e-01
1.248069846429091e-03	4.499853e+00	4.033458e+00	5.041823e-01
1.248147681127043e-03	4.499864e+00	4.033669e+00	5.042087e-01
1.248225515824994e-03	4.499876e+00	4.033940e+00	5.042425e-01
1.248290481419914e-03	4.499885e+00	4.034145e+00	5.042681e-01
1.248291981088463e-03	4.499885e+00	4.034150e+00	5.042688e-01
1.248296765745260e-03	4.499885e+00	4.034165e+00	5.042707e-01
1.248301550402057e-03	4.499886e+00	4.034181e+00	5.042726e-01
1.248306335058854e-03	4.499887e+00	4.034196e+00	5.042745e-01
1.248311119715651e-03	4.499887e+00	4.034212e+00	5.042765e-01
1.248315904372449e-03	4.499888e+00	4.034227e+00	5.042784e-01
1.248320689029246e-03	4.499889e+00	4.034243e+00	5.042804e-01
1.248325473686043e-03	4.499889e+00	4.034259e+00	5.042824e-01
1.248334132065926e-03	4.499890e+00	4.034286e+00	5.042858e-01
1.248348493242242e-03	4.499892e+00	4.034337e+00	5.042921e-01
1.248365673286376e-03	4.499895e+00	4.034398e+00	5.042998e-01
1.248367353438191e-03	4.499895e+00	4.034404e+00	5.043005e-01
1.248369593640611e-03	4.499895e+00	4.034412e+00	5.043015e-01
1.248383034855132e-03	4.499897e+00	4.034455e+00	5.043069e-01
1.248400956474493e-03	4.499899e+00	4.034514e+00	5.043142e-01
1.248402636626308e-03	4.499899e+00	4.034521e+00	5.043151e-01
1.248404876828728e-03	4.499899e+00	4.034530e+00	5.043163e-01
1.248409357233568e-03	4.499900e+00	4.034548e+00	5.043185e-01
1.248412717537199e-03	4.499900e+00	4.034560e+00	5.043200e-01
1.248418318043249e-03	4.499901e+00	4.034579e+00	5.043224e-01
1.248425038650509e-03	4.499902e+00	4.034602e+00	5.043252e-01
1.248436239662610e-03	4.499904e+00	4.034636e+00	5.043295e-01
1.248441840168660e-03	4.499904e+00	4.034655e+00	5.043319e-01
1.248448560775921e-03	4.499905e+00	4.034678e+00	5.043347e-01
1.248504272194589e-03	4.499912e+00	4.034872e+00	5.043590e-01
1.248559983613256e-03	4.499918e+00	4.035029e+00	5.043786e-01
1.248615695031924e-03	4.499925e+00	4.035148e+00	5.043935e-01
1.248671406450592e-03	4.499930e+00	4.035230e+00	5.044038e-01
1.248727117869259e-03	4.499936e+00	4.035274e+00	5.044093e-01
1.248782829287927e-03	4.499941e+00	4.035281e+00	5.044101e-01
1.248838540706595e-03	4.499947e+00	4.035250e+00	5.044063e-01
1.249029888244426e-03	4.499963e+00	4.034781e+00	5.043477e-01
1.249090068905504e-03	4.499967e+00	4.034570e+00	5.043213e-01
1.249110120456995e-03	4.499969e+00	4.034494e+00	5.043118e-01
1.249114530474120e-03	4.499969e+00	4.034480e+00	5.043100e-01
1.249119822494670e-03	4.499969e+00	4.034457e+00	5.043072e-01
1.249121926924815e-03	4.499969e+00	4.034448e+00	5.043060e-01
1.249125434308392e-03	4.499970e+00	4.034434e+00	5.043042e-01
1.249126837261822e-03	4.499970e+00	4.034428e+00	5.043035e-01
1.249129643168683e-03	4.499970e+00	4.034418e+00	5.043022e-01
1.249135254982405e-03	4.499970e+00	4.034397e+00	5.042996e-01
1.249153552839030e-03	4.499972e+00	4.034330e+00	5.042913e-01
1.249171850695655e-03	4.499973e+00	4.034265e+00	5.042831e-01
1.249190148552280e-03	4.499974e+00	4.034202e+00	5.042752e-01
1.249208446408904e-03	4.499975e+00	4.034141e+00	5.042676e-01
1.249226744265529e-03	4.499976e+00	4.034082e+00	5.042602e-01
1.249245042122154e-03	4.499978e+00	4.034025e+00	5.042531e-01
1.249263339978779e-03	4.499979e+00	4.033970e+00	5.042462e-01
1.249264975082824e-03	4.499979e+00	4.033966e+00	5.042458e-01
1.249267155221550e-03	4.499979e+00	4.033961e+00	5.042451e-01
1.249297677163721e-03	4.499980e+00	4.033891e+00	5.042363e-01
1.249684921719260e-03	4.499996e+00	4.034070e+00	5.042587e-01
1.249701657662104e-03	4.499997e+00	4.034108e+00	5.042635e-01
1.249847499449749e-03	4.499999e+00	4.034485e+00	5.043107e-01
1.249852430575766e-03	4.499999e+00	4.034499e+00	5.043123e-01
1.249853327144132e-03	4.499999e+00	4.034501e+00	5.043126e-01
1.249854522568621e-03	4.499999e+00	4.034504e+00	5.043131e-01
1.249856913417599e-03	4.499999e+00	4.034511e+00	5.043138e-01
1.249871258511466e-03	4.500000e+00	4.034553e+00	5.043191e-01
1.249890385303288e-03	4.500000e+00	4.034611e+00	5.043263e-01
1.249892178440021e-03	4.500000e+00	4.034615e+00	5.043268e-01
1.249895167001244e-03	4.500000e+00	4.034623e+00	5.043278e-01
1.249898753274711e-03	4.500000e+00	4.034634e+00	5.043292e-01
1.249913098368577e-03	4.500000e+00	4.034678e+00	5.043347e-01
1.249925275395223e-03	4.500000e+00	4.034714e+00	5.043393e-01
1.249937452421869e-03	4.500000e+00	4.034752e+00	5.043440e-01
1.249949629448515e-03	4.500000e+00	4.034790e+00	5.043487e-01
1.249961806475161e-03	4.500000e+00	4.034828e+00	5.043535e-01
1.249973983501807e-03	4.500000e+00	4.034867e+00	5.043583e-01
1.249986160528452e-03	4.500000e+00	4.034906e+00	5.043632e-01
1.249998337555098e-03	4.500000e+00	4.034945e+00	5.043682e-01
1.250014884377097e-03	4.500000e+00	4.035002e+00	5.043752e-01
1.250017252498950e-03	4.500000e+00	4.035008e+00	5.043761e-01
1.250026724986364e-03	4.500000e+00	4.035037e+00	5.043796e-01
1.250028303734267e-03	4.500000e+00	4.035041e+00	5.043802e-01
1.250031461230071e-03	4.500000e+00	4.035052e+00	5.043815e-01
1.250037973565169e-03	4.500000e+00	4.035075e+00	5.043843e-01
1.250039157626096e-03	4.500000e+00	4.035078e+00	5.043847e-01
1.250040736373998e-03	4.500000e+00	4.035082e+00	5.043852e-01
1.250043893869803e-03	4.500000e+00	4.035091e+00	5.043864e-01
1.250088098811069e-03	4.500000e+00	4.035226e+00	5.044032e-01
1.250145920154452e-03	4.499999e+00	4.035390e+00	5.044238e-01
1.250164173680718e-03	4.499999e+00	4.035441e+00	5.044301e-01
1.250171475091225e-03	4.499999e+00	4.035461e+00	5.044327e-01
1.250178776501732e-03	4.499999e+00	4.035478e+00	5.044348e-01
1.250186077912238e-03	4.499999e+00	4.035495e+00	5.044369e-01
1.250193379322745e-03	4.499999e+00	4.035512e+00	5.044390e-01
1.250200680733251e-03	4.499999e+00	4.035529e+00	5.044411e-01
1.250207982143758e-03	4.499998e+00	4.035546e+00	5.044432e-01
1.250215283554265e-03	4.499998e+00	4.035562e+00	5.044453e-01
1.250222584964771e-03	4.499998e+00	4.035579e+00	5.044473e-01
1.250231059816252e-03	4.499998e+00	4.035598e+00	5.044497e-01
1.250239534667733e-03	4.499998e+00	4.035616e+00	5.044520e-01
1.250248009519214e-03	4.499998e+00	4.035634e+00	5.044542e-01
1.250256484370695e-03	4.499998e+00	4.035650e+00	5.044563e-01
1.250264959222175e-03	4.499997e+00	4.035666e+00	5.044583e-01
1.250273434073656e-03	4.499997e+00	4.035681e+00	5.044602e-01
1.250281908925137e-03	4.499997e+00	4.035696e+00	5.044619e-01
1.250333018798683e-03	4.499996e+00	4.035763e+00	5.044703e-01
1.250362224440710e-03	4.499995e+00	4.035775e+00	5.044718e-01
1.250422461077389e-03	4.499993e+00	4.035767e+00	5.044709e-01
1.250433413193149e-03	4.499992e+00	4.035751e+00	5.044689e-01
1.250500596437157e-03	4.499990e+00	4.035606e+00	5.044507e-01
1.250567779681165e-03	4.499987e+00	4.035444e+00	5.044305e-01
1.250634962925173e-03	4.499984e+00	4.035268e+00	5.044085e-01
1.250702146169181e-03	4.499981e+00	4.035075e+00	5.043844e-01
1.250769329413190e-03	4.499977e+00	4.034867e+00	5.043584e-01
1.250836512657197e-03	4.499972e+00	4.034644e+00	5.043305e-01
1.250903695901206e-03	4.499968e+00	4.034405e+00	5.043007e-01
1.250946034915637e-03	4.499964e+00	4.034315e+00	5.042894e-01
1.250988373930069e-03	4.499961e+00	4.034251e+00	5.042813e-01
1.251030712944500e-03	4.499958e+00	4.034212e+00	5.042766e-01
1.251073051958932e-03	4.499954e+00	4.034200e+00	5.042750e-01
1.251115390973363e-03	4.499951e+00	4.034214e+00	5.042768e-01
1.251157729987795e-03	4.499947e+00	4.034254e+00	5.042817e-01
1.251200069002227e-03	4.499943e+00	4.034320e+00	5.042900e-01
1.251225918168772e-03	4.499941e+00	4.034377e+00	5.042971e-01
1.251231572673954e-03	4.499940e+00	4.034389e+00	5.042986e-01
1.251238034965590e-03	4.499939e+00	4.034405e+00	5.043006e-01
1.251242881684318e-03	4.499939e+00	4.034419e+00	5.043023e-01
1.251265499705045e-03	4.499937e+00	4.034472e+00	5.043091e-01
1.251288117725772e-03	4.499935e+00	4.034515e+00	5.043144e-01
